Orthogroup	Species	Zebrafish.UniProt.renamed	Orthologs
OG0003079	Human.UniProt.renamed	O93430	P23415, O75311
OG0003080	Human.UniProt.renamed	Q7ZW80, Q6DC50	P04066
OG0003081	Human.UniProt.renamed	Q5EFQ8	Q9NPH9, P22301
OG0003082	Human.UniProt.renamed	Q9DGI4, Q8QHI1	P54709
OG0003083	Human.UniProt.renamed	A3KNJ8, Q503U1	Q6IPR1
OG0003084	Human.UniProt.renamed	E9QCV8, F1Q614	Q6J9G0
OG0003085	Human.UniProt.renamed	A0A8M9PIW6	Q86VR7, P0DP72
OG0003086	Human.UniProt.renamed	Q7SYI5, Q08BL3	Q9NS00
OG0003087	Human.UniProt.renamed	A0A8M2B9D0	Q9C0K3, Q9P1U1
OG0003088	Human.UniProt.renamed	A4IGE1, A0A2R8QC39	Q9P2K6
OG0003089	Human.UniProt.renamed	Q588C6	Q9UBC3, Q9UJW3
OG0003090	Human.UniProt.renamed	Q8JIE4, Q9PUD0	P01344
OG0003091	Human.UniProt.renamed	Q7ZVB2, A0A8M9QDI6	P49189
OG0003092	Human.UniProt.renamed	A0A8M2B3I7	Q86YG4, P49902
OG0003093	Human.UniProt.renamed	A0A0R4ITP2	Q9H3M9, P54252
OG0003094	Human.UniProt.renamed	A0A8M1Q288, A0A8M9PY87	Q12933
OG0003095	Human.UniProt.renamed	A0A0E4G213	Q9H015, O76082
OG0003096	Human.UniProt.renamed	Q6PBS0	Q96G75, Q9H871
OG0003097	Human.UniProt.renamed	A0A8N7T6Z0	Q9H8W5, P29590
OG0003098	Human.UniProt.renamed	F1QN39	O43930, P51817
OG0003099	Human.UniProt.renamed	A0A2R8QUQ1, A0A8M9PWJ6	O75916
OG0003100	Human.UniProt.renamed	A0A8M2B8S3, A0A8M1QQL1	O94964
OG0003101	Human.UniProt.renamed	Q05AK7	Q15506, O75952
OG0003102	Human.UniProt.renamed	Q568S2, F1QZX9	Q16568
OG0003103	Human.UniProt.renamed	A0A8M1PSG6, A0A8M1P1M5	Q52LC2
OG0003104	Human.UniProt.renamed	A0A8M3AWD3	Q9UPN7, Q5H9R7
OG0003105	Human.UniProt.renamed	A4IG65	Q6P597, Q9H0B6
OG0003106	Human.UniProt.renamed	A2ARG8, F1Q6N3	Q8TDN2
OG0003107	Human.UniProt.renamed	X1WDJ8, A0A8M9Q1S2	Q8TE58
OG0003108	Human.UniProt.renamed	A0A2R8Q356, A0A8M6Z281	Q9H6B4
OG0003110	Human.UniProt.renamed	Q9PUT2, Q9PVD9	P04233
OG0003111	Human.UniProt.renamed	A0A8M2BBN8, F1Q7Y5	P0C7U0
OG0003112	Human.UniProt.renamed	F1QCG4, Q7ZW68	P25963
OG0003113	Human.UniProt.renamed	P26630	P26367, O43316
OG0003114	Human.UniProt.renamed	A2RV24	Q7Z3C6, Q674R7
OG0003115	Human.UniProt.renamed	Q7ZVC1, A0A8M6Z6A6	Q96HC4
OG0003116	Human.UniProt.renamed	A2RUY3, A0A8M9PLB8	Q96P50
OG0003117	Human.UniProt.renamed	A0A8M3AW18, A0A8M2BIE0	O75553
OG0003118	Human.UniProt.renamed	C4MCP0, F6N9E8	P24592
OG0003119	Human.UniProt.renamed	A5PF61, Q4QRF7	Q6P5S2
OG0003120	Human.UniProt.renamed	Q0P3X0, A0A8M2B9I6	Q8N4B1
OG0003121	Human.UniProt.renamed	E7F2A2, E7EZS2	Q8NAX2
OG0003122	Human.UniProt.renamed	F1R342, A0A2R9YJL0	Q9BXI9
OG0003123	Human.UniProt.renamed	A0A8M1PS41, A0A8N7TEX5	Q9H1U4
OG0003124	Human.UniProt.renamed	A0A8M9PD89, A0A0R4IKQ9	Q9Y4H2
OG0003125	Human.UniProt.renamed	A0A8M9PHG4	Q9H606, O00370
OG0003126	Human.UniProt.renamed	F1QHC0	Q12982, Q7Z465
OG0003127	Human.UniProt.renamed	Q5M9N3	Q08170, Q13247
OG0003128	Human.UniProt.renamed	Q9YHV3, Q9W741	Q13253
OG0003129	Human.UniProt.renamed	A4QNV9, A8DZ86	Q6EMK4
OG0003130	Human.UniProt.renamed	A0A8N7UV68, A0A8M9Q254	Q8WUJ3
OG0003131	Human.UniProt.renamed	Q6NWE6	Q9NY91, P13866
OG0003132	Human.UniProt.renamed	Q9IAT0, Q9DE40	O95409
OG0003133	Human.UniProt.renamed	A0A8M2BJ04, A0A8M3AV99	P40426
OG0003134	Human.UniProt.renamed	Q6PCS4, A0A8N7TE50	Q52LW3
OG0003135	Human.UniProt.renamed	Q1LWW7	P34820, Q7Z5Y6
OG0003137	Human.UniProt.renamed	A0A8M9QHS6, A0A8M9QIB5	Q9BVG3
OG0003138	Human.UniProt.renamed	A0A8M9PQG5, A8WG33	Q9BYL1
OG0003139	Human.UniProt.renamed	Q6PFP3, Q6PBI2	Q9H3Y8
OG0003140	Human.UniProt.renamed	A0A8M9PF49	Q9Y4F4, Q6ZUX3
OG0003141	Human.UniProt.renamed	E7F2Q0	Q9UIA0, O43739
OG0003142	Human.UniProt.renamed	A0A8M2BAH5, A0A8M3B8R4	P23471
OG0003143	Human.UniProt.renamed	A0A8M2B416, Q4VBT3	Q53GG5
OG0003145	Human.UniProt.renamed	A0A8M2B789, F1QZA0	Q9Y6M5
OG0003146	Human.UniProt.renamed	B8JHR9	O00410, O60518
OG0003147	Human.UniProt.renamed	A0A8M9Q751, Q6P117	P10588
OG0003148	Human.UniProt.renamed	Q90WW1	P60323, P60321
OG0003149	Human.UniProt.renamed	Q8UUT0, Q5CZM4	Q13491
OG0003150	Human.UniProt.renamed	A0A8M9QKK8, A0A0R4IWG9	Q96QF7
OG0003151	Human.UniProt.renamed	A0A8M1RLI9	Q92519, Q96RU8
OG0003152	Human.UniProt.renamed	A0A8N7T8M6, A0A8N7T801	Q9BSJ8
OG0003153	Human.UniProt.renamed	Q7T339, E7F143	Q9NZZ3
OG0003154	Human.UniProt.renamed	A0A0R4IS34, Q5IRA7	O76061
OG0003155	Human.UniProt.renamed	A0A8M2B846, A0A8M9Q791	P13671
OG0003156	Human.UniProt.renamed	F1QIK8, A0A8M9PUL4	P54851
OG0003157	Human.UniProt.renamed	A0A8M3B087, A9JST3	Q5HYK7
OG0003158	Human.UniProt.renamed	A0A8M6YV00, A4QNW2	Q6ZU80
OG0003159	Human.UniProt.renamed	A0A8M2B8L6	Q92793, Q09472
OG0003160	Human.UniProt.renamed	Q6NUX0	Q8TEU8, Q96NZ8
OG0003161	Human.UniProt.renamed	Q6P0T8, A0A8M6Z1X3	Q9NP98
OG0003162	Human.UniProt.renamed	A0A8M1RIG0, Q561T9	O15243
OG0003163	Human.UniProt.renamed	Q7SYJ6, A0A8M9Q8E0	P05108
OG0003164	Human.UniProt.renamed	E7FCT1	Q6NUJ1, P07602
OG0003165	Human.UniProt.renamed	O42366, Q90423	P14653
OG0003166	Human.UniProt.renamed	E7F2Z6, A0A2R8QIP9	Q14201
OG0003167	Human.UniProt.renamed	A0A2R8RME3, A0A8M9PG27	Q8IZU9
OG0003168	Human.UniProt.renamed	F2Z4R5, B0UY98	Q8TC26
OG0003169	Human.UniProt.renamed	A0A8M3B1F0	Q8TDC3, Q8IWQ3
OG0003170	Human.UniProt.renamed	Q6Q418	Q92901, P39023
OG0003171	Human.UniProt.renamed	C5J7W8	Q6P435, Q96Q15
OG0003172	Human.UniProt.renamed	E7FCB9, A0A8M3AIM1	Q99583
OG0003174	Human.UniProt.renamed	F1QZ20	Q9NUQ3, Q9BZA5
OG0003175	Human.UniProt.renamed	E7FC03, A0A8M1NL22	Q8N3H0
OG0003176	Human.UniProt.renamed	E7F9J0, Q5TKR4	Q92914
OG0003177	Human.UniProt.renamed	Q9PWC2, F1Q885	O75030
OG0003178	Human.UniProt.renamed	Q6PGZ9, O93431	P20827
OG0003179	Human.UniProt.renamed	Q7ZV13	Q01130, Q9BRL6
OG0003180	Human.UniProt.renamed	Q2MHL2	Q7RTX1, Q8TE23
OG0003181	Human.UniProt.renamed	A0A8M2BGK5, A0A8M9QFY9	Q9BV36
OG0003182	Human.UniProt.renamed	A0A8M3AVN1	Q96L93, Q9P2P6
OG0003183	Human.UniProt.renamed	E7EYM0, A0A8M9PLV0	A0A7I2V3R4
OG0003184	Human.UniProt.renamed	Q6IQL4	A6NHG4, P30046
OG0003185	Human.UniProt.renamed	F1QUD7, E7FBR1	O60906
OG0003186	Human.UniProt.renamed	Q90WX5	P19087, A8MTJ3
OG0003187	Human.UniProt.renamed	Q6NSN2	P27338, P21397
OG0003188	Human.UniProt.renamed	A0A8N7T7M6	Q12968, Q14934
OG0003189	Human.UniProt.renamed	A0A8M2B7P4, E7F6F8	Q5VU43
OG0003190	Human.UniProt.renamed	Q5RHD1, P0CF52	Q6ZMT4
OG0003191	Human.UniProt.renamed	S4X0Q8, A0A8M9Q968	Q8IWK6
OG0003192	Human.UniProt.renamed	E9QJH9, Q6DBX3	Q96F85
OG0003193	Human.UniProt.renamed	A7MC29, A0A8M9PPG7	Q96IR7
OG0003194	Human.UniProt.renamed	Q802F5, A0A8M1PB21	Q9BRT3
OG0003195	Human.UniProt.renamed	A3KNR7, Q1A5L0	Q9BUF7
OG0003196	Human.UniProt.renamed	F1QEI3, Q6P0V2	Q9NV96
OG0003197	Human.UniProt.renamed	Q1LY77, A0A8M3BBX9	Q9UPS6
OG0003198	Human.UniProt.renamed	A0A8M1RRF3, A0A8M9PYD8	A8MXD5
OG0003199	Human.UniProt.renamed	Q7ZUC6, Q6NYJ2	O14543
OG0003200	Human.UniProt.renamed	F8W4F1, F8W3J5	O60602
OG0003201	Human.UniProt.renamed	Q6RFG0	P26374, P24386
OG0003202	Human.UniProt.renamed	Q04475, E7F1G6	P61769
OG0003203	Human.UniProt.renamed	A0A8M2BJR2, Q5PRB9	Q14914
OG0003204	Human.UniProt.renamed	A0A8M2B943, A0A8M9PQR6	Q494U1
OG0003205	Human.UniProt.renamed	A4QNW7	Q96FC7, Q92561
OG0003206	Human.UniProt.renamed	A2BEN4, A4IFY7	Q9H4L4
OG0003207	Human.UniProt.renamed	A0A8M2BED7, F1Q9J8	Q9P2B4
OG0003208	Human.UniProt.renamed	A0A8M1RNC2	A6NCI4, Q502W6
OG0003209	Human.UniProt.renamed	Q58EQ7, Q5VK49	O60238
OG0003210	Human.UniProt.renamed	A0A2R9YJF7	Q92570, P43354
OG0003211	Human.UniProt.renamed	Q90YC5, A0A8M1Q1X6	P52797
OG0003212	Human.UniProt.renamed	Q7T364, Q1ECV8	Q6P589
OG0003213	Human.UniProt.renamed	A4QNX2, Q1ECW7	Q6Q0C1
OG0003214	Human.UniProt.renamed	A1L296	P40337, Q6RSH7
OG0003215	Human.UniProt.renamed	A0A8M2B3C6	Q9C026, Q6ZTA4
OG0003216	Human.UniProt.renamed	A0A8M9Q0T2, A0A8M9PTL2	Q86Z23
OG0003217	Human.UniProt.renamed	F1R4T3	Q8WW38, Q8IX07
OG0003218	Human.UniProt.renamed	A8CAH4, F1R5R4	Q969F8
OG0003219	Human.UniProt.renamed	E7FBY6, A0A0U2ULT4	Q96PE1
OG0003220	Human.UniProt.renamed	A0A8M2BKP3, A0A0R4IAT9	Q13586
OG0003221	Human.UniProt.renamed	A0A8M1RJK5	Q6PEZ8, Q7Z5L7
OG0003222	Human.UniProt.renamed	A0A8M3B5V4	Q9P2K1, Q6DHV5
OG0003223	Human.UniProt.renamed	A8WG21	Q9Y5W9, Q9Y5X0
OG0003224	Human.UniProt.renamed	A5WYG8	Q14994, O75469
OG0003225	Human.UniProt.renamed	O73874, Q90Z32	P52799
OG0003226	Human.UniProt.renamed	Q5RIC2, A0A8M1RJ67	Q13519
OG0003227	Human.UniProt.renamed	A0A2R8QIW0	Q13547, Q92769
OG0003228	Human.UniProt.renamed	Q566Y4	Q9BW72, Q4VC39
OG0003229	Human.UniProt.renamed	A0A8M9QDH6, A0A8M9PTA3	Q5VX52
OG0003230	Human.UniProt.renamed	Q1LVV0, F1R9L2	Q6ZRV2
OG0003231	Human.UniProt.renamed	A0A8M2B5Y0, A0A8M3ATC2	Q8TF68
OG0003232	Human.UniProt.renamed	Q6GMK8, Q7SXP8	Q96IJ6
OG0003233	Human.UniProt.renamed	O73779, O93312	Q99853
OG0003234	Human.UniProt.renamed	A0A8M1RF06, Q6NUT5	Q9BUJ2
OG0003235	Human.UniProt.renamed	A0A0G2L4U4, A0A0R4IMW2	Q86XA0
OG0003236	Human.UniProt.renamed	A0A8M3ALH5	Q9H2K2, O95271
OG0003237	Human.UniProt.renamed	Q5U3U1	Q14CS0, Q9UNZ2
OG0003238	Human.UniProt.renamed	A0A0G2KDL6, F8W5A8	A6NGG8
OG0003239	Human.UniProt.renamed	A0A8M6Z292	O60361, P22392
OG0003240	Human.UniProt.renamed	E7F9U2, Q6J2R6	O60443
OG0003241	Human.UniProt.renamed	Q1L5E8, Q1L5E7	P12272
OG0003242	Human.UniProt.renamed	A0A0R4IML0, X1WEC4	P40121
OG0003243	Human.UniProt.renamed	Q2PMI2, Q567W5	Q12841
OG0003244	Human.UniProt.renamed	P59845, Q08C75	Q16572
OG0003246	Human.UniProt.renamed	Q6DRM9	Q8NDV3, Q14683
OG0003247	Human.UniProt.renamed	A0A8M9PES1, A0A8M9P2G9	Q9Y2G4
OG0003248	Human.UniProt.renamed	B8JJS7, A5D6U4	O00461
OG0003249	Human.UniProt.renamed	U3JAH8, E7EZ53	P22466
OG0003250	Human.UniProt.renamed	Q803R2	P86791, P86790
OG0003251	Human.UniProt.renamed	Q66HV9	Q96FE5, Q7L985
OG0003253	Human.UniProt.renamed	Q6DI37, A0A8M3AX23	Q8WVY7
OG0003254	Human.UniProt.renamed	F1Q6Q0, A0A0R4IHD8	Q96B33
OG0003255	Human.UniProt.renamed	Q5SPB1	Q96QD8, Q9H2H9
OG0003256	Human.UniProt.renamed	A0A0R4INH3	Q53TQ3, Q9H9L4
OG0003257	Human.UniProt.renamed	Q90YJ2, A3KNI8	Q9NPG2
OG0003258	Human.UniProt.renamed	A0A8M9P0D1, Q5TZ64	Q9NU02
OG0003259	Human.UniProt.renamed	Q5RIV1	Q99743, O15516
OG0003260	Human.UniProt.renamed	A0A8M2BL32, A0A8M2BID5	P15924
OG0003261	Human.UniProt.renamed	B8JLJ7	P50148, O95837
OG0003262	Human.UniProt.renamed	F1QFY0, E7FEI6	P98171
OG0003263	Human.UniProt.renamed	A8E7G4	Q6NSW5, Q8TCE6
OG0003264	Human.UniProt.renamed	A0A8M6Z2G9, Q5GH41	Q6UX68
OG0003265	Human.UniProt.renamed	A0A8M1QL69	Q7RTY0, Q8NCK7
OG0003266	Human.UniProt.renamed	Q7ZVN4	Q8WVZ1, Q9NUE0
OG0003267	Human.UniProt.renamed	A0A8M9PW87, Q0P4F1	Q9Y6X4
OG0003268	Human.UniProt.renamed	Q5CZU4, A0A8M9PA32	O14683
OG0003269	Human.UniProt.renamed	F1QYU7	P31153, Q00266
OG0003270	Human.UniProt.renamed	Q08C47	Q16658, O14926
OG0003271	Human.UniProt.renamed	A0A8M3AKN3	Q96AC6, Q9BVG8
OG0003272	Human.UniProt.renamed	A0A8M1NF64, B0F6R1	Q9BY67
OG0003273	Human.UniProt.renamed	A1L1G1	Q6NXG1, Q9H6T0
OG0003274	Human.UniProt.renamed	Q6DGM2, Q68FN7	O14521
OG0003275	Human.UniProt.renamed	Q7ZUE4	O75400, Q6NWY9
OG0003276	Human.UniProt.renamed	Q6PHK4, Q6DG86	P21549
OG0003277	Human.UniProt.renamed	B0S525, A5PLA3	P24593
OG0003278	Human.UniProt.renamed	A0A8M9PGA3, A0A8M9P1R1	Q5T1N1
OG0003279	Human.UniProt.renamed	F8W3H2	Q5VTU8, P56381
OG0003280	Human.UniProt.renamed	A0A0R4IQQ3, Q6P3G4	Q6IQ19
OG0003281	Human.UniProt.renamed	A0A8M2BL62, A0A8M9PJK0	Q6ZUT3
OG0003282	Human.UniProt.renamed	Q2LJ24, Q38PL0	Q9NP95
OG0003283	Human.UniProt.renamed	Q2YDQ5, Q1LWE9	Q9UKA1
OG0003284	Human.UniProt.renamed	A0A8M9Q879, F1QCS3	O14618
OG0003285	Human.UniProt.renamed	Q68EK6, Q5NIW0	O15232
OG0003286	Human.UniProt.renamed	Q6PC51, Q5NU21	O75293
OG0003288	Human.UniProt.renamed	D0EXE2, D0EXE3	P34995
OG0003289	Human.UniProt.renamed	Q6IQU2, Q45FX9	P53672
OG0003290	Human.UniProt.renamed	A0A8M9P773, A0A2R8QPS5	Q4ADV7
OG0003291	Human.UniProt.renamed	X1WCQ3, A2RV23	Q7L1I2
OG0003292	Human.UniProt.renamed	A0A8M3AN55, A0A8M9Q836	Q8TCI5
OG0003293	Human.UniProt.renamed	Q6TH22	Q5TDH0, Q8WTU0
OG0003294	Human.UniProt.renamed	E9QFC8	Q96EF9, Q96K31
OG0003295	Human.UniProt.renamed	A0A8M1RJ80, A0A8M9PQG3	Q96PE2
OG0003296	Human.UniProt.renamed	A0A8M6YWI1, Q7SZR9	Q9BQA1
OG0003297	Human.UniProt.renamed	F1RES5, E7F7K9	Q9GZN8
OG0003298	Human.UniProt.renamed	E7F859	Q6NUR6, Q9NWF9
OG0003299	Human.UniProt.renamed	Q32PK6, A0A8M2BB35	Q9Y2T6
OG0003300	Human.UniProt.renamed	Q7T3C3, A0A8M6Z144	O60888
OG0003301	Human.UniProt.renamed	A0A8M1P445, A0A8M2BEU9	Q13103
OG0003302	Human.UniProt.renamed	Q08C88, A0A0R4IFY9	Q5VXD3
OG0003303	Human.UniProt.renamed	A0JMQ8, Q5BLE8	Q6NUM9
OG0003304	Human.UniProt.renamed	A0A8M9PPC4, E7FG09	Q8TBE0
OG0003305	Human.UniProt.renamed	A0A8M9PKQ3, A0A8M9Q957	Q96H55
OG0003306	Human.UniProt.renamed	A0A8M1PZN9, F1QK11	Q9BX95
OG0003307	Human.UniProt.renamed	A0A8M3AJE6	Q9UBK7, Q9UNT1
OG0003308	Human.UniProt.renamed	Q6PBH5, Q7ZTT8	O00483
OG0003309	Human.UniProt.renamed	A5PLE8, Q8AXR4	P47902
OG0003310	Human.UniProt.renamed	Q8JHX5, A0A8M9PRQ6	P61278
OG0003311	Human.UniProt.renamed	A0A0G2L9Z2, A3KNU3	A6NM36
OG0003312	Human.UniProt.renamed	A0A8M6Z5Y5	Q8WU20, O43559
OG0003313	Human.UniProt.renamed	F8W2H3, A0A8M9PRT0	P35712
OG0003314	Human.UniProt.renamed	A0A0R4IGP9, A0A8M1N4T5	Q14324
OG0003315	Human.UniProt.renamed	Q6P3L6, Q6QA33	Q53GQ0
OG0003316	Human.UniProt.renamed	A0A0A8JWS4	Q15722, Q9NPC1
OG0003317	Human.UniProt.renamed	F1QWT9, A0A8M3B8F0	Q9P2F5
OG0003318	Human.UniProt.renamed	F1QM98, E7F1T3	Q9Y2X9
OG0003319	Human.UniProt.renamed	B3DIE5, A0A8M3AZ57	A8MPY1
OG0003320	Human.UniProt.renamed	Q6TGU0	Q01105, P0DME0
OG0003321	Human.UniProt.renamed	F1Q8T9	P25024, P25025
OG0003322	Human.UniProt.renamed	A0A8M6YV59, A8WG65	Q13144
OG0003323	Human.UniProt.renamed	A0A8M3B3B7, E7F8R6	Q7Z4K8
OG0003324	Human.UniProt.renamed	Q0P401, Q7SXK4	Q86TG1
OG0003325	Human.UniProt.renamed	F1RCM1, Q5U3A5	Q96BM1
OG0003326	Human.UniProt.renamed	Q6DBU1, Q566Z6	Q9BU68
OG0003327	Human.UniProt.renamed	A0A8M1QHF1, A0A8M1RHY6	Q9NR97
OG0003328	Human.UniProt.renamed	A0A8M6Z8I4, E7FA63	B1AL88
OG0003329	Human.UniProt.renamed	Q7ZWB2	Q8N7F7, P11441
OG0003330	Human.UniProt.renamed	F1R1B9, A0A8M9Q6P1	P16284
OG0003331	Human.UniProt.renamed	P79745, P56224	P20264
OG0003332	Human.UniProt.renamed	A0A8M9QDF7, Q6DBR1	P83110
OG0003333	Human.UniProt.renamed	A0A8M3AI27, A0A8M1PVC3	Q08174
OG0003334	Human.UniProt.renamed	A8E7I8, A0A0R4ICG8	Q5T9S5
OG0003335	Human.UniProt.renamed	F1RCW4, A0A286Y8B5	Q92781
OG0003336	Human.UniProt.renamed	A0A8M2BGV5	Q969R5, Q05BQ5
OG0003337	Human.UniProt.renamed	Q8UWM4	Q9C0J1, Q8NFL0
OG0003338	Human.UniProt.renamed	Q7ZVE3, Q29RA5	Q9NQ88
OG0003339	Human.UniProt.renamed	F1QWE6, F1Q8J9	Q9Y446
OG0003340	Human.UniProt.renamed	A2BGK3, E7F0N7	O60880
OG0003341	Human.UniProt.renamed	A0A8M9Q0C8, A0A8M9QJR2	P39060
OG0003342	Human.UniProt.renamed	A0A8M6Z3G5, A0A8M2BLP1	Q8NI08
OG0003343	Human.UniProt.renamed	A0A8M1REQ1, A1IGX5	Q8TAL6
OG0003344	Human.UniProt.renamed	E7F021, B0S5D5	Q96GR4
OG0003345	Human.UniProt.renamed	A0A8M3AT59, A0A8M9PV16	Q96JB8
OG0003346	Human.UniProt.renamed	F1QYT4, Q6P3I5	Q9HCP6
OG0003347	Human.UniProt.renamed	A0A8M2BAA1, A0A8M9QCY5	A8MZF0
OG0003348	Human.UniProt.renamed	A4IG53, F4ZGF2	P21964
OG0003349	Human.UniProt.renamed	E7FBS4	Q96CE8, P30408
OG0003350	Human.UniProt.renamed	Q4V8V3, E7F9B4	P54852
OG0003351	Human.UniProt.renamed	A0A8M1N4I9	O75106, Q16853
OG0003352	Human.UniProt.renamed	Q6DHN0, B3DIQ9	Q6P2H8
OG0003353	Human.UniProt.renamed	A0A8N7TF54, A0A8M1PV65	Q99705
OG0003354	Human.UniProt.renamed	A8E7D2, A0A8M9PK17	Q7Z5W3
OG0003355	Human.UniProt.renamed	A0A8M2B8K6, A0A8M9PWL3	Q8NI35
OG0003356	Human.UniProt.renamed	B8A5K7, A0A2R8RY99	A0PK11
OG0003357	Human.UniProt.renamed	Q6P9P4	Q2VIQ3, O95239
OG0003358	Human.UniProt.renamed	A0A8M9PGG6	P15498, Q9UKW4
OG0003359	Human.UniProt.renamed	A0A8M3AVN9, A0A8M9Q4S1	P19256
OG0003360	Human.UniProt.renamed	Q66HV7	Q8NFK1, P36383
OG0003361	Human.UniProt.renamed	A0A8M3AX11, Q1L8Y5	Q53EL6
OG0003362	Human.UniProt.renamed	A0A8M1PCD1	Q86VQ6, Q16881
OG0003363	Human.UniProt.renamed	E7FEW4, Q504A7	Q9NP86
OG0003364	Human.UniProt.renamed	A0A8M9Q0Q1, A0A8M2BFR3	Q9P266
OG0003365	Human.UniProt.renamed	A0A286Y8P8, P0C218	Q9UHI6
OG0003366	Human.UniProt.renamed	B9P4N5, A0A8M9P1N9	P30968
OG0003367	Human.UniProt.renamed	Q7T3B2, Q6ZM28	Q6P1K1
OG0003368	Human.UniProt.renamed	E7FB10	Q9P1W9, Q86V86
OG0003369	Human.UniProt.renamed	Q6P0E5, A0A8M9PZB7	Q96HY6
OG0003370	Human.UniProt.renamed	A0A8M2BBU7, A0A8M1RH71	Q96JN2
OG0003371	Human.UniProt.renamed	A0A8M9PX35, A0JMQ7	Q9ULD2
OG0003372	Human.UniProt.renamed	A0A0R4IKR8, A0A8M9Q6V7	O75146
OG0003373	Human.UniProt.renamed	Q6NWH2, Q6PD99	P49006
OG0003374	Human.UniProt.renamed	A0A8M2BLU4, E9QF02	Q6PJG9
OG0003375	Human.UniProt.renamed	Q6PEH8	Q86YD1, Q71SY5
OG0003376	Human.UniProt.renamed	A0A0G2KXF2, R4GDS0	Q8N8E2
OG0003377	Human.UniProt.renamed	Q568H0	P09758, P16422
OG0003378	Human.UniProt.renamed	Q6NUU6	Q93038, P19438
OG0003379	Human.UniProt.renamed	Q1RLW4, Q7T2E7	P56746
OG0003380	Human.UniProt.renamed	A0A8M9Q837, A0A8M9P742	Q7Z4N8
OG0003381	Human.UniProt.renamed	A0A8M9PI86	Q96DE9, Q8TE69
OG0003382	Human.UniProt.renamed	A3KNW4	Q99584, Q9HCY8
OG0003383	Human.UniProt.renamed	A0A8M9PF62, A0A8M9PMW2	Q07343
OG0003384	Human.UniProt.renamed	Q90419, Q92008	Q15465
OG0003385	Human.UniProt.renamed	A0A8M3B9K7	Q96M95, A6NFT4
OG0003386	Human.UniProt.renamed	E7F159, A0A8M9QP88	Q9NRR1
OG0003387	Human.UniProt.renamed	B3DHW5, Q5BLC7	B4DS77
OG0003388	Human.UniProt.renamed	A0A8M1RIM1, A0A8M2BJ30	O43347
OG0003389	Human.UniProt.renamed	Q6EWH2	P09769, P06241
OG0003390	Human.UniProt.renamed	A0A8M1NF67, B0S697	P27918
OG0003391	Human.UniProt.renamed	Q5XJ23, A0A8M9PI68	P33316
OG0003392	Human.UniProt.renamed	Q0P481, Q6PHV3	P52823
OG0003393	Human.UniProt.renamed	A0A8M2BJ13	P55209, Q99457
OG0003394	Human.UniProt.renamed	Q6DH05, F1QBE2	Q13609
OG0003395	Human.UniProt.renamed	A0A8M3ATB5, E7FD00	Q70EL4
OG0003396	Human.UniProt.renamed	A0A8M9PWH0, A0A0R4ITN4	Q7Z2Z2
OG0003397	Human.UniProt.renamed	Q568B8, A7MBW1	Q9NXH8
OG0003398	Human.UniProt.renamed	A8WG04	Q9UJ96, Q9UIX4
OG0003399	Human.UniProt.renamed	A0A8M2B8Z6, A0A2R8QQ99	Q14BN4
OG0003400	Human.UniProt.renamed	A0A8M1PVC4, Q7ZV46	Q641Q3
OG0003401	Human.UniProt.renamed	A0A8M2B2D3, E7F1R9	Q6ZUM4
OG0003402	Human.UniProt.renamed	A0A8M9PRN9, B3DJ13	Q9NQX5
OG0003403	Human.UniProt.renamed	A8CVX7	A6NNM8, Q8N841
OG0003404	Human.UniProt.renamed	A9JR90	Q9H3Z7, O95870
OG0003405	Human.UniProt.renamed	Q3S344	Q06210, O94808
OG0003406	Human.UniProt.renamed	A0A8M3AIZ7, A0A8M1NRF7	Q6ULP2
OG0003407	Human.UniProt.renamed	E7FGY4	Q96P69, Q8NDV2
OG0003408	Human.UniProt.renamed	F1Q8W5, B0BLX9	Q9BX97
OG0003409	Human.UniProt.renamed	A0A8M9PSF3, Q7ZVW5	Q9NSC5
OG0003410	Human.UniProt.renamed	A0A8M3ATF0, Q502A6	P25774
OG0003411	Human.UniProt.renamed	Q7T3E1, A0A8M1NZ47	Q9NR28
OG0003412	Human.UniProt.renamed	Q6PGZ4, Q7SZE4	Q9P0U4
OG0003413	Human.UniProt.renamed	A0A8M3AMS1, F1QGF6	O94818
OG0003414	Human.UniProt.renamed	A0A2R8QC01, B0S6S7	P41161
OG0003415	Human.UniProt.renamed	A0A0R4IS55, A0A8M3AQY4	Q53LP3
OG0003416	Human.UniProt.renamed	A0A8M3AQ86, A0A8M9PRE9	Q8IYB4
OG0003417	Human.UniProt.renamed	A1L1N2	Q15025, Q96KP6
OG0003418	Human.UniProt.renamed	Q803K6, A0A8M9PDC4	Q99426
OG0003419	Human.UniProt.renamed	F1RBA9, A2BGD5	Q9P1Z2
OG0003420	Human.UniProt.renamed	A0A8M9Q355, A0A8M9PDB9	P16157
OG0003421	Human.UniProt.renamed	A9JNR5, A2BIN8	P35228
OG0003422	Human.UniProt.renamed	F1QMY9, A0A8M2BGF6	P48552
OG0003423	Human.UniProt.renamed	F6P873, A0A8M9PX83	P56134
OG0003424	Human.UniProt.renamed	A2VCY1	Q15569, Q96S53
OG0003425	Human.UniProt.renamed	Q08CM7, F6NRK2	Q8NFA2
OG0003426	Human.UniProt.renamed	A0A8M2B8K5, Q4V925	Q92934
OG0003427	Human.UniProt.renamed	A0A8M9PLE1, A0A8N7TFM8	Q9Y2H0
