Orthogroup	Species	Human.UniProt.renamed	Orthologs
OG0003845	Zebrafish.UniProt.renamed	Q01831	Q1LVE4
OG0003846	Zebrafish.UniProt.renamed	Q08999	E7FDM3
OG0003847	Zebrafish.UniProt.renamed	Q14582	E7F6Q1
OG0003848	Zebrafish.UniProt.renamed	Q15435	Q32PL1
OG0003849	Zebrafish.UniProt.renamed	Q4ZHG4	F1R5Z2
OG0003850	Zebrafish.UniProt.renamed	Q75T13	A0A8M9PSV5
OG0003851	Zebrafish.UniProt.renamed	Q7Z6K3	A3KPW7
OG0003852	Zebrafish.UniProt.renamed	Q86WR7	A0A8M1RQW5
OG0003853	Zebrafish.UniProt.renamed	Q86Z20	A2BGP7
OG0003854	Zebrafish.UniProt.renamed	Q8IY84	E7F7X7
OG0003855	Zebrafish.UniProt.renamed	Q8IYT4	Q32PM7
OG0003856	Zebrafish.UniProt.renamed	Q8N4C7	A0A8M9QK10
OG0003857	Zebrafish.UniProt.renamed	Q8N554	A0A8M9PUR8
OG0003859	Zebrafish.UniProt.renamed	Q8NEZ2	Q6TH08
OG0003860	Zebrafish.UniProt.renamed	Q8TBG9	E7FGY3
OG0003861	Zebrafish.UniProt.renamed	Q92575	Q6P267
OG0003862	Zebrafish.UniProt.renamed	Q93096	A0A0R4IN05
OG0003863	Zebrafish.UniProt.renamed	Q96CP7	Q5XJP8
OG0003864	Zebrafish.UniProt.renamed	Q96DC7	A4QNX0
OG0003865	Zebrafish.UniProt.renamed	Q96KF7	Q502E5
OG0003866	Zebrafish.UniProt.renamed	Q9BV87	Q803E6
OG0003867	Zebrafish.UniProt.renamed	Q9H0H0	E9QC62
OG0003868	Zebrafish.UniProt.renamed	Q9HB40	Q7ZVE2
OG0003869	Zebrafish.UniProt.renamed	Q9HC78	A0A8M9QE99
OG0003870	Zebrafish.UniProt.renamed	Q9NR50	Q7ZTY5
OG0003871	Zebrafish.UniProt.renamed	Q9NRE2	A0A8M2BLH4
OG0003872	Zebrafish.UniProt.renamed	Q9NXE4	Q6PFJ7
OG0003873	Zebrafish.UniProt.renamed	Q9UBC2	A0A8M9PFY2
OG0003874	Zebrafish.UniProt.renamed	Q9ULQ1	A0A8N7TFG5
OG0003875	Zebrafish.UniProt.renamed	Q9UMX6	Q90WX3
OG0003876	Zebrafish.UniProt.renamed	Q9UQ53	Q6GMK0
OG0003877	Zebrafish.UniProt.renamed	Q9UQ90	E7F2S4
OG0003878	Zebrafish.UniProt.renamed	Q9Y512	Q803G5
OG0003879	Zebrafish.UniProt.renamed	O00444	Q7ZVS3
OG0003880	Zebrafish.UniProt.renamed	O14817	A0A8M3B373
OG0003881	Zebrafish.UniProt.renamed	O75907	Q6P3J0
OG0003882	Zebrafish.UniProt.renamed	O94875	A0A8M6YY36
OG0003883	Zebrafish.UniProt.renamed	O95156	E7FBT9
OG0003884	Zebrafish.UniProt.renamed	P00491	Q1LWJ1
OG0003886	Zebrafish.UniProt.renamed	P09543	A0A8M3B0U8
OG0003887	Zebrafish.UniProt.renamed	P40937	Q6DRK4
OG0003888	Zebrafish.UniProt.renamed	P49247	Q5U3H4
OG0003889	Zebrafish.UniProt.renamed	P56282	Q8JHG8
OG0003890	Zebrafish.UniProt.renamed	P78314	A0A8M2B1N9
OG0003891	Zebrafish.UniProt.renamed	P85299	A0A8M6YY64
OG0003892	Zebrafish.UniProt.renamed	Q13115	Q7SZF3
OG0003893	Zebrafish.UniProt.renamed	Q13242	F1QVC6
OG0003894	Zebrafish.UniProt.renamed	Q14549	Q90ZB2
OG0003895	Zebrafish.UniProt.renamed	Q3SYC2	F1R0E7
OG0003896	Zebrafish.UniProt.renamed	Q6ZP01	B0S6S9
OG0003897	Zebrafish.UniProt.renamed	Q70EL2	E9QG68
OG0003898	Zebrafish.UniProt.renamed	Q8N9F7	Q68EJ8
OG0003899	Zebrafish.UniProt.renamed	Q8TAE7	A0A8M9QJ67
OG0003900	Zebrafish.UniProt.renamed	Q8TBJ4	Q6IQH6
OG0003901	Zebrafish.UniProt.renamed	Q92545	A0A8M9QB17
OG0003902	Zebrafish.UniProt.renamed	Q92905	Q6PC30
OG0003903	Zebrafish.UniProt.renamed	Q92911	A4IG60
OG0003904	Zebrafish.UniProt.renamed	Q96CM4	A5PMF7
OG0003905	Zebrafish.UniProt.renamed	Q9BUL8	Q6PHH3
OG0003906	Zebrafish.UniProt.renamed	Q9BY41	Q7SXM0
OG0003907	Zebrafish.UniProt.renamed	Q9BY42	A0A8M6Z109
OG0003908	Zebrafish.UniProt.renamed	Q9GZU8	A0A8M2B5M8
OG0003909	Zebrafish.UniProt.renamed	Q9NQI0	O42107
OG0003910	Zebrafish.UniProt.renamed	Q9NUZ1	A0A8N7T877
OG0003911	Zebrafish.UniProt.renamed	Q9P0W2	Q503Z1
OG0003912	Zebrafish.UniProt.renamed	Q9P203	Q5TZA6
OG0003913	Zebrafish.UniProt.renamed	Q9UBQ5	Q567V6
OG0003914	Zebrafish.UniProt.renamed	Q9UMS4	Q7ZV92
OG0003915	Zebrafish.UniProt.renamed	Q9Y394	Q0P3U1
OG0003916	Zebrafish.UniProt.renamed	Q9Y4F1	A0A8M6Z6P5
OG0003917	Zebrafish.UniProt.renamed	Q9Y6E2	Q1LUC1
OG0003918	Zebrafish.UniProt.renamed	O14727	Q9I9H8
OG0003919	Zebrafish.UniProt.renamed	P00519	F8W2F9
OG0003920	Zebrafish.UniProt.renamed	P02679	Q7ZVG7
OG0003921	Zebrafish.UniProt.renamed	P10997	A0A286YA88
OG0003922	Zebrafish.UniProt.renamed	P18433	F1QE38
OG0003923	Zebrafish.UniProt.renamed	P19971	A0A8M3B8W2
OG0003925	Zebrafish.UniProt.renamed	P23434	Q6DGX4
OG0003926	Zebrafish.UniProt.renamed	P25208	Q561X4
OG0003927	Zebrafish.UniProt.renamed	P28360	Q90455
OG0003928	Zebrafish.UniProt.renamed	P42566	F1QIJ6
OG0003929	Zebrafish.UniProt.renamed	P50120	Q8UVG6
OG0003930	Zebrafish.UniProt.renamed	P51811	Q5GH44
OG0003932	Zebrafish.UniProt.renamed	Q14966	A0A8M9QHK5
OG0003933	Zebrafish.UniProt.renamed	Q15035	Q802X7
OG0003934	Zebrafish.UniProt.renamed	Q15121	E7FEH9
OG0003935	Zebrafish.UniProt.renamed	Q3V5L5	A0A8M2BIZ0
OG0003936	Zebrafish.UniProt.renamed	Q5D0E6	A0JML8
OG0003937	Zebrafish.UniProt.renamed	Q5JPI9	Q5D013
OG0003938	Zebrafish.UniProt.renamed	Q5TC79	Q1LV62
OG0003939	Zebrafish.UniProt.renamed	Q5TEJ8	F1QWG7
OG0003940	Zebrafish.UniProt.renamed	Q5VWC8	A0A8M1NVN2
OG0003941	Zebrafish.UniProt.renamed	Q68CL5	Q6GMH5
OG0003942	Zebrafish.UniProt.renamed	Q6ZMI3	A0A8M9P157
OG0003943	Zebrafish.UniProt.renamed	Q8N9F0	A4IGD2
OG0003944	Zebrafish.UniProt.renamed	Q8NDX2	Q1L8X9
OG0003945	Zebrafish.UniProt.renamed	Q8TD26	A0A8N7T870
OG0003946	Zebrafish.UniProt.renamed	Q8WV74	A0A8M9QPZ0
OG0003947	Zebrafish.UniProt.renamed	Q8WVC0	Q6NYV9
OG0003948	Zebrafish.UniProt.renamed	Q92979	Q1RM81
OG0003949	Zebrafish.UniProt.renamed	Q96BW5	Q0P3Z2
OG0003950	Zebrafish.UniProt.renamed	Q96JP5	A0A8M9PIW3
OG0003951	Zebrafish.UniProt.renamed	Q9BSA9	A5PN43
OG0003952	Zebrafish.UniProt.renamed	Q9H008	A5PLK2
OG0003953	Zebrafish.UniProt.renamed	Q9H1A4	A0A2R8QA59
OG0003954	Zebrafish.UniProt.renamed	Q9H2K0	A2BEV1
OG0003955	Zebrafish.UniProt.renamed	Q9NPI9	A0A8M3B7L6
OG0003956	Zebrafish.UniProt.renamed	Q9NX55	B1WB51
OG0003957	Zebrafish.UniProt.renamed	Q9P244	Q6PGX3
OG0003958	Zebrafish.UniProt.renamed	Q9UHV5	E7FGN2
OG0003959	Zebrafish.UniProt.renamed	Q9UJX5	A0A8M2B7D6
OG0003961	Zebrafish.UniProt.renamed	Q9Y606	F1QWW1
OG0003962	Zebrafish.UniProt.renamed	A0AV96	A0A8M1NHK4
OG0003963	Zebrafish.UniProt.renamed	A6NCL1	E7FDS4
OG0003964	Zebrafish.UniProt.renamed	C9JCN9	E7FEG7
OG0003965	Zebrafish.UniProt.renamed	O43247	A0A8M6YZ80
OG0003966	Zebrafish.UniProt.renamed	O60684	E7F7U9
OG0003967	Zebrafish.UniProt.renamed	O94889	Q7ZW26
OG0003968	Zebrafish.UniProt.renamed	P00395	Q9MIY8
OG0003969	Zebrafish.UniProt.renamed	P07204	A0A8M6Z2V7
OG0003971	Zebrafish.UniProt.renamed	P16871	E9QDP8
OG0003972	Zebrafish.UniProt.renamed	P20292	F1QKS8
OG0003973	Zebrafish.UniProt.renamed	P30566	F1R293
OG0003974	Zebrafish.UniProt.renamed	P34998	X1WHD4
OG0003975	Zebrafish.UniProt.renamed	P56705	P47793
OG0003976	Zebrafish.UniProt.renamed	P62891	Q6IMW8
OG0003977	Zebrafish.UniProt.renamed	Q01726	Q7ZTA3
OG0003978	Zebrafish.UniProt.renamed	Q02252	Q6DHT4
OG0003979	Zebrafish.UniProt.renamed	Q03426	Q5U3I7
OG0003980	Zebrafish.UniProt.renamed	Q0VG06	U3JAR8
OG0003981	Zebrafish.UniProt.renamed	Q15057	B8JLA1
OG0003982	Zebrafish.UniProt.renamed	Q15818	Q6NW91
OG0003983	Zebrafish.UniProt.renamed	Q330K2	A0A8M9P823
OG0003984	Zebrafish.UniProt.renamed	Q5TF39	A4QN56
OG0003986	Zebrafish.UniProt.renamed	Q6ZNG2	A0A8M9PP76
OG0003987	Zebrafish.UniProt.renamed	Q7L8A9	F1QXP0
OG0003988	Zebrafish.UniProt.renamed	Q7Z5K2	A0A8M9QEL9
OG0003989	Zebrafish.UniProt.renamed	Q86VY9	Q5RGQ8
OG0003990	Zebrafish.UniProt.renamed	Q86WH2	A0A8M2BBN0
OG0003991	Zebrafish.UniProt.renamed	Q8IU81	Q1LV17
OG0003992	Zebrafish.UniProt.renamed	Q8N1I0	E9QJL8
OG0003993	Zebrafish.UniProt.renamed	Q8N4P3	Q568P1
OG0003994	Zebrafish.UniProt.renamed	Q8NDN9	B8A4R1
OG0003995	Zebrafish.UniProt.renamed	Q8NG08	B0UYS3
OG0003996	Zebrafish.UniProt.renamed	Q96EP9	A0A8M1PA55
OG0003997	Zebrafish.UniProt.renamed	Q99502	A0A8M6YVK2
OG0003998	Zebrafish.UniProt.renamed	Q9BVK6	Q561X2
OG0003999	Zebrafish.UniProt.renamed	Q9BXW9	B3DJT4
OG0004000	Zebrafish.UniProt.renamed	Q9C086	Q08BL6
OG0004001	Zebrafish.UniProt.renamed	Q9HC10	Q5SPC5
OG0004002	Zebrafish.UniProt.renamed	Q9NUD7	A0A8N7TF22
OG0004003	Zebrafish.UniProt.renamed	Q9P031	Q5RGP9
OG0004004	Zebrafish.UniProt.renamed	Q9UNQ0	A0A8M9PT70
OG0004005	Zebrafish.UniProt.renamed	C9JI98	Q1LUD4
OG0004006	Zebrafish.UniProt.renamed	O14545	A4IG51
OG0004007	Zebrafish.UniProt.renamed	O15371	Q6TH15
OG0004008	Zebrafish.UniProt.renamed	O43155	A0A8M1NFA3
OG0004009	Zebrafish.UniProt.renamed	O43182	A0A8M6Z5J3
OG0004010	Zebrafish.UniProt.renamed	O60243	A0MGZ5
OG0004011	Zebrafish.UniProt.renamed	O75534	A0A8M9QDL2
OG0004012	Zebrafish.UniProt.renamed	O75648	Q503J2
OG0004013	Zebrafish.UniProt.renamed	O95436	A0A8M9P515
OG0004014	Zebrafish.UniProt.renamed	O95476	Q5U395
OG0004015	Zebrafish.UniProt.renamed	O95644	Q19AW4
OG0004016	Zebrafish.UniProt.renamed	P08173	E7F3U8
OG0004017	Zebrafish.UniProt.renamed	P08908	B0S6X1
OG0004018	Zebrafish.UniProt.renamed	P16471	A0A8M9PQC9
OG0004019	Zebrafish.UniProt.renamed	P48047	Q6DRD1
OG0004020	Zebrafish.UniProt.renamed	P51959	A0A8M9QP15
OG0004021	Zebrafish.UniProt.renamed	P61513	A7YY10
OG0004022	Zebrafish.UniProt.renamed	Q14865	E7F888
OG0004023	Zebrafish.UniProt.renamed	Q5BJH7	Q5U3G6
OG0004024	Zebrafish.UniProt.renamed	Q5JTJ3	B8A5J2
OG0004025	Zebrafish.UniProt.renamed	Q5SSQ6	A0A8M9PHZ1
OG0004026	Zebrafish.UniProt.renamed	Q5T7P8	A0A8M9Q848
OG0004027	Zebrafish.UniProt.renamed	Q5VTL8	Q6P7Y3
OG0004028	Zebrafish.UniProt.renamed	Q5VZ52	Q4VBJ9
OG0004029	Zebrafish.UniProt.renamed	Q6STE5	A0A8M9Q1P6
OG0004030	Zebrafish.UniProt.renamed	Q7LGA3	F1QLG4
OG0004031	Zebrafish.UniProt.renamed	Q7Z4Q2	Q6P3I0
OG0004032	Zebrafish.UniProt.renamed	Q8IYI6	A4IG64
OG0004033	Zebrafish.UniProt.renamed	Q8N131	A0A8M9PW00
OG0004034	Zebrafish.UniProt.renamed	Q8N336	A0A8M9P3G2
OG0004035	Zebrafish.UniProt.renamed	Q8N531	F1R393
OG0004036	Zebrafish.UniProt.renamed	Q8NAT1	Q5NDE5
OG0004037	Zebrafish.UniProt.renamed	Q8NBJ7	Q5XJ75
OG0004038	Zebrafish.UniProt.renamed	Q8NHR7	Q5BJD2
OG0004039	Zebrafish.UniProt.renamed	Q8TB24	E7FC22
OG0004040	Zebrafish.UniProt.renamed	Q92813	A0A8N7V0B4
OG0004041	Zebrafish.UniProt.renamed	Q96SB4	A0A8M2B1S0
OG0004042	Zebrafish.UniProt.renamed	Q99784	B7ZD15
OG0004043	Zebrafish.UniProt.renamed	Q9BVV8	A0A0R4ICP9
OG0004044	Zebrafish.UniProt.renamed	Q9HBH9	Q7ZVV9
OG0004045	Zebrafish.UniProt.renamed	Q9NV06	Q803X4
OG0004046	Zebrafish.UniProt.renamed	Q9UMS6	E9QFY4
OG0004047	Zebrafish.UniProt.renamed	Q9UNS2	Q6P2U9
OG0004048	Zebrafish.UniProt.renamed	Q9Y276	Q7ZV60
OG0004049	Zebrafish.UniProt.renamed	Q9Y3T6	A0A8M1PUQ9
OG0004050	Zebrafish.UniProt.renamed	Q9Y5Z9	E7FB98
OG0004052	Zebrafish.UniProt.renamed	A0AUZ9	A0A8N7UVU3
OG0004053	Zebrafish.UniProt.renamed	O00257	Q804D1
OG0004054	Zebrafish.UniProt.renamed	O00591	A0A8M9QPJ3
OG0004055	Zebrafish.UniProt.renamed	O94769	F1R2S9
OG0004056	Zebrafish.UniProt.renamed	O94888	Q6P3G3
OG0004057	Zebrafish.UniProt.renamed	O94913	Q5U393
OG0004058	Zebrafish.UniProt.renamed	P00966	Q66I24
OG0004059	Zebrafish.UniProt.renamed	P08579	R4GDR2
OG0004060	Zebrafish.UniProt.renamed	P22897	A0A0R4INM0
OG0004061	Zebrafish.UniProt.renamed	P23381	Q6PBS3
OG0004062	Zebrafish.UniProt.renamed	P25398	Q6PC90
OG0004063	Zebrafish.UniProt.renamed	P43657	Q08BG4
OG0004064	Zebrafish.UniProt.renamed	P50053	A0A8M9PE63
OG0004065	Zebrafish.UniProt.renamed	P50747	A0A8M1RR82
OG0004066	Zebrafish.UniProt.renamed	P51149	Q7T2C6
OG0004067	Zebrafish.UniProt.renamed	P55039	Q6TH20
OG0004069	Zebrafish.UniProt.renamed	P78406	Q7ZWF0
OG0004070	Zebrafish.UniProt.renamed	P98073	A0A8M9PWC3
OG0004071	Zebrafish.UniProt.renamed	P98164	E0AE56
OG0004073	Zebrafish.UniProt.renamed	Q15080	Q1LUW2
OG0004074	Zebrafish.UniProt.renamed	Q15084	Q803F3
OG0004075	Zebrafish.UniProt.renamed	Q5JVL4	Q7T2F1
OG0004076	Zebrafish.UniProt.renamed	Q5RL73	A4FVJ7
OG0004077	Zebrafish.UniProt.renamed	Q5T7W0	A0A8M1P963
OG0004078	Zebrafish.UniProt.renamed	Q66PJ3	Q502P0
OG0004079	Zebrafish.UniProt.renamed	Q6NUK1	Q66L49
OG0004080	Zebrafish.UniProt.renamed	Q6P2C8	Q6PFL0
OG0004081	Zebrafish.UniProt.renamed	Q7Z434	F1REK4
OG0004082	Zebrafish.UniProt.renamed	Q7Z6M1	Q6GQN7
OG0004083	Zebrafish.UniProt.renamed	Q8IUF8	Q7T3G6
OG0004084	Zebrafish.UniProt.renamed	Q8WYQ9	A0A0R4IUM4
OG0004085	Zebrafish.UniProt.renamed	Q92685	Q501Z4
OG0004086	Zebrafish.UniProt.renamed	Q96DC8	A0PJR5
OG0004087	Zebrafish.UniProt.renamed	Q96F81	Q6R5J2
OG0004088	Zebrafish.UniProt.renamed	Q96FH0	A3KQI3
OG0004089	Zebrafish.UniProt.renamed	Q96KN4	Q6PGW5
OG0004090	Zebrafish.UniProt.renamed	Q96QU8	Q8QHJ8
OG0004091	Zebrafish.UniProt.renamed	Q99848	Q6DRD0
OG0004092	Zebrafish.UniProt.renamed	Q9BXR0	Q7SYK1
OG0004093	Zebrafish.UniProt.renamed	Q9H8S5	Q1LVI4
OG0004094	Zebrafish.UniProt.renamed	Q9HCK1	A0A8M9PZU1
OG0004095	Zebrafish.UniProt.renamed	Q9P2D0	A0A286YAJ6
OG0004096	Zebrafish.UniProt.renamed	Q9P2E3	A0A8M9PND3
OG0004097	Zebrafish.UniProt.renamed	Q9UET6	F1QDU3
OG0004098	Zebrafish.UniProt.renamed	Q9UIK4	A0A0R4IK49
OG0004099	Zebrafish.UniProt.renamed	Q9UJX0	Q7ZVH9
OG0004100	Zebrafish.UniProt.renamed	Q9Y2U5	E7F683
OG0004101	Zebrafish.UniProt.renamed	Q9Y5Q9	F1RDA7
OG0004102	Zebrafish.UniProt.renamed	Q9Y6A1	F1QF89
OG0004103	Zebrafish.UniProt.renamed	O00411	A0A0R4ILV6
OG0004104	Zebrafish.UniProt.renamed	O43513	Q7ZV35
OG0004105	Zebrafish.UniProt.renamed	P0C0S5	Q0Z946
OG0004106	Zebrafish.UniProt.renamed	P13929	Q6TH14
OG0004108	Zebrafish.UniProt.renamed	P30085	Q7ZWE9
OG0004109	Zebrafish.UniProt.renamed	P35713	E7F9I2
OG0004110	Zebrafish.UniProt.renamed	P36551	Q05AK3
OG0004111	Zebrafish.UniProt.renamed	P50995	B8A4V2
OG0004112	Zebrafish.UniProt.renamed	P52952	Q98872
OG0004113	Zebrafish.UniProt.renamed	P62834	Q6IQP4
OG0004114	Zebrafish.UniProt.renamed	P62910	Q24JV1
OG0004115	Zebrafish.UniProt.renamed	P82675	Q08C39
OG0004116	Zebrafish.UniProt.renamed	Q01973	F1QKB5
OG0004117	Zebrafish.UniProt.renamed	Q12980	A0A8M9PZW5
OG0004118	Zebrafish.UniProt.renamed	Q13772	Q6P0F7
OG0004119	Zebrafish.UniProt.renamed	Q15363	A0A8M9Q5S5
OG0004120	Zebrafish.UniProt.renamed	Q5I0X7	Q5TYX3
OG0004121	Zebrafish.UniProt.renamed	Q5VWG9	Q5RH27
OG0004122	Zebrafish.UniProt.renamed	Q76FK4	A0A8M2BLC0
OG0004123	Zebrafish.UniProt.renamed	Q7Z6G3	A3KQL1
OG0004124	Zebrafish.UniProt.renamed	Q86X10	A0A8M9Q110
OG0004125	Zebrafish.UniProt.renamed	Q8N0Z3	A0A2R8Q094
OG0004126	Zebrafish.UniProt.renamed	Q8N1V2	Q502N0
OG0004127	Zebrafish.UniProt.renamed	Q8NA23	A0A8M2BC93
OG0004128	Zebrafish.UniProt.renamed	Q8TC57	A4IG29
OG0004129	Zebrafish.UniProt.renamed	Q8TER0	E7F2S5
OG0004130	Zebrafish.UniProt.renamed	Q969I6	A0A8M6YZH0
OG0004131	Zebrafish.UniProt.renamed	Q969X1	X1WGS1
OG0004132	Zebrafish.UniProt.renamed	Q96AQ7	Q0P4E5
OG0004133	Zebrafish.UniProt.renamed	Q96MX6	Q561Y0
OG0004134	Zebrafish.UniProt.renamed	Q96RT1	A0A8M2B233
OG0004135	Zebrafish.UniProt.renamed	Q9BQT9	A0A8M9PFP2
OG0004136	Zebrafish.UniProt.renamed	Q9BYE7	A2ATX3
OG0004137	Zebrafish.UniProt.renamed	Q9H469	Q6NW95
OG0004138	Zebrafish.UniProt.renamed	Q9H9P5	E7FC88
OG0004139	Zebrafish.UniProt.renamed	Q9HD40	Q803A7
OG0004140	Zebrafish.UniProt.renamed	Q9NQX0	A0A8M9QAG5
OG0004141	Zebrafish.UniProt.renamed	Q9UBS9	A0A0R4IAV9
OG0004142	Zebrafish.UniProt.renamed	Q9UGU0	A0A8M9PTA6
OG0004143	Zebrafish.UniProt.renamed	Q9UMR3	Q9I9K7
OG0004144	Zebrafish.UniProt.renamed	A6NKF1	A0A8M1RRW3
OG0004145	Zebrafish.UniProt.renamed	A8MT70	A0A8M6Z209
OG0004147	Zebrafish.UniProt.renamed	O00329	Q7SYE7
OG0004148	Zebrafish.UniProt.renamed	O15528	A0A097HUX0
OG0004149	Zebrafish.UniProt.renamed	O43555	Q5Y835
OG0004150	Zebrafish.UniProt.renamed	O75528	Q7SY21
OG0004151	Zebrafish.UniProt.renamed	O75787	A0A286YA30
OG0004152	Zebrafish.UniProt.renamed	O76031	A0A8M9QBU1
OG0004153	Zebrafish.UniProt.renamed	P11274	F1Q9E9
OG0004154	Zebrafish.UniProt.renamed	P14923	A0A8M9PS81
OG0004155	Zebrafish.UniProt.renamed	P35222	F1QGH7
OG0004156	Zebrafish.UniProt.renamed	P46059	Q7SYE4
OG0004157	Zebrafish.UniProt.renamed	P54277	Q8JFR9
OG0004158	Zebrafish.UniProt.renamed	Q04837	B8A5I7
OG0004159	Zebrafish.UniProt.renamed	Q15650	A0A0R4IR18
OG0004160	Zebrafish.UniProt.renamed	Q53EZ4	Q502I3
OG0004161	Zebrafish.UniProt.renamed	Q53GT1	F1Q9R3
OG0004162	Zebrafish.UniProt.renamed	Q5BKY1	Q5U8X4
OG0004164	Zebrafish.UniProt.renamed	Q7Z7M9	A0A8M1RI86
OG0004165	Zebrafish.UniProt.renamed	Q86XT9	A7E221
OG0004167	Zebrafish.UniProt.renamed	Q8IYB1	E7FBQ4
OG0004168	Zebrafish.UniProt.renamed	Q8N6N6	Q5D014
OG0004169	Zebrafish.UniProt.renamed	Q8NCR3	A0A8M9Q873
OG0004170	Zebrafish.UniProt.renamed	Q8NE22	A0A8M1PRU1
OG0004171	Zebrafish.UniProt.renamed	Q8WXK4	Q68EL0
OG0004172	Zebrafish.UniProt.renamed	Q92845	Q66JN7
OG0004173	Zebrafish.UniProt.renamed	Q96CM8	Q0P4F7
OG0004174	Zebrafish.UniProt.renamed	Q96EY8	A2BGN0
OG0004175	Zebrafish.UniProt.renamed	Q96KR6	Q4V9H6
OG0004176	Zebrafish.UniProt.renamed	Q9BPX1	Q6DEH9
OG0004177	Zebrafish.UniProt.renamed	Q9BR61	Q4V8X4
OG0004178	Zebrafish.UniProt.renamed	Q9BWU1	A0A8M1QLR0
OG0004179	Zebrafish.UniProt.renamed	Q9BXU9	A0A8M9PIG6
OG0004180	Zebrafish.UniProt.renamed	Q9BYD5	Q66I68
OG0004181	Zebrafish.UniProt.renamed	Q9BYG0	Q7T3S5
OG0004182	Zebrafish.UniProt.renamed	Q9C0G0	A0A8M2B450
OG0004183	Zebrafish.UniProt.renamed	Q9H1B5	A0A8M3AQZ8
OG0004184	Zebrafish.UniProt.renamed	Q9H3S5	Q7T310
OG0004185	Zebrafish.UniProt.renamed	Q9HAQ2	F1QYE9
OG0004186	Zebrafish.UniProt.renamed	Q9NV35	A0A2R8RL21
OG0004187	Zebrafish.UniProt.renamed	Q9NWD8	Q5BKX0
OG0004188	Zebrafish.UniProt.renamed	Q9NX61	Q0V947
OG0004189	Zebrafish.UniProt.renamed	Q9NXF8	Q6DHI1
OG0004190	Zebrafish.UniProt.renamed	Q9P2M1	A5PLI4
OG0004191	Zebrafish.UniProt.renamed	Q9UQ84	Q803U7
OG0004192	Zebrafish.UniProt.renamed	Q9Y421	Q6GQN4
OG0004193	Zebrafish.UniProt.renamed	O00253	A0A8M1P467
OG0004194	Zebrafish.UniProt.renamed	O15287	Q70YH6
OG0004195	Zebrafish.UniProt.renamed	O43674	A8E5B7
OG0004196	Zebrafish.UniProt.renamed	P11177	Q7T368
OG0004197	Zebrafish.UniProt.renamed	P17081	Q7ZVI3
OG0004198	Zebrafish.UniProt.renamed	P32302	A0A8M9PQZ3
OG0004199	Zebrafish.UniProt.renamed	P43490	E7F8T6
OG0004200	Zebrafish.UniProt.renamed	P51587	A0A8M2B481
OG0004201	Zebrafish.UniProt.renamed	P51784	F1QPF4
OG0004202	Zebrafish.UniProt.renamed	P56178	P50576
OG0004203	Zebrafish.UniProt.renamed	Q0P6D6	A0A140LGC5
OG0004204	Zebrafish.UniProt.renamed	Q13415	F1QLF9
OG0004205	Zebrafish.UniProt.renamed	Q13795	E7FAS3
OG0004206	Zebrafish.UniProt.renamed	Q14344	Q4VBH5
OG0004207	Zebrafish.UniProt.renamed	Q16678	B8JKD5
OG0004208	Zebrafish.UniProt.renamed	Q32P41	B8A5G9
OG0004209	Zebrafish.UniProt.renamed	Q6IPU0	Q1LV50
OG0004210	Zebrafish.UniProt.renamed	Q6P047	A0A8M1RRK3
OG0004211	Zebrafish.UniProt.renamed	Q8IWE2	A0A8M3B814
OG0004212	Zebrafish.UniProt.renamed	Q8IZ73	A0A8M1P3Z9
OG0004213	Zebrafish.UniProt.renamed	Q8N1B4	A0A0R4IY52
OG0004214	Zebrafish.UniProt.renamed	Q8N2U0	Q568J8
OG0004215	Zebrafish.UniProt.renamed	Q8N485	A2BF97
OG0004216	Zebrafish.UniProt.renamed	Q8NBQ7	A0A0R4IIL3
OG0004217	Zebrafish.UniProt.renamed	Q8NEG5	A6H8U0
OG0004218	Zebrafish.UniProt.renamed	Q8TBY0	Q08BH5
OG0004219	Zebrafish.UniProt.renamed	Q8TCX5	A0A8M1RP49
OG0004220	Zebrafish.UniProt.renamed	Q8WWW0	A0A8M1QHH2
OG0004221	Zebrafish.UniProt.renamed	Q92995	F1QFS9
OG0004222	Zebrafish.UniProt.renamed	Q96C11	Q6NUW9
OG0004223	Zebrafish.UniProt.renamed	Q96E52	E9QBI7
OG0004224	Zebrafish.UniProt.renamed	Q96EY4	A7MCB7
OG0004225	Zebrafish.UniProt.renamed	Q96GM5	Q802C8
OG0004226	Zebrafish.UniProt.renamed	Q96LD1	A0A286Y8U0
OG0004227	Zebrafish.UniProt.renamed	Q96QR8	Q6PHK6
OG0004228	Zebrafish.UniProt.renamed	Q9BSH3	Q6DEG8
OG0004229	Zebrafish.UniProt.renamed	Q9BTY2	Q68EI7
OG0004230	Zebrafish.UniProt.renamed	Q9H0X4	A0A8M1PZ20
OG0004231	Zebrafish.UniProt.renamed	Q9HBE5	A0A8M9PD67
OG0004232	Zebrafish.UniProt.renamed	Q9HCJ1	P58368
OG0004233	Zebrafish.UniProt.renamed	Q9NUI1	Q6NV34
OG0004234	Zebrafish.UniProt.renamed	Q9UPT8	E7FGZ9
OG0004235	Zebrafish.UniProt.renamed	Q9Y251	Q1LVP9
OG0004236	Zebrafish.UniProt.renamed	Q9Y2S7	Q6TGW1
OG0004237	Zebrafish.UniProt.renamed	Q9Y6U7	A0A8M2BCC7
OG0004238	Zebrafish.UniProt.renamed	O14512	A0A0R4IFZ8
OG0004239	Zebrafish.UniProt.renamed	O94851	A0A8M9PQ90
OG0004240	Zebrafish.UniProt.renamed	O95800	A0A0R4IPI9
