Orthogroup	Human.UniProt.renamed	Zebrafish.UniProt.renamed
OG0002717	Q14767, Q8N2S1	A0A8M9PMU9
OG0002718	Q96FX2, Q9H4G8	Q502H4
OG0002719	Q9Y6C2	Q0VA81, F1QC17
OG0002720	O00144	Q9I8V7, A0A8M1RF02
OG0002721	P14784	A0A8M2BJC0, A0A8M2BIX1
OG0002722	Q02952	E7F983, A0A0R4IC31
OG0002723	Q5T848, Q6PRD1	E7FE35
OG0002724	Q86YP4	A0A8N7T8E4, A0A0R4IN87
OG0002725	Q8N1W2	A0A8M1QVA2, A0A2R8RWY8
OG0002726	P22087, A6NHQ2	Q7ZTZ4
OG0002727	O94901	A0A8M3B4H1, E7EZV6
OG0002728	P42771, P42772	E9QFU2
OG0002729	Q01101	Q7T3H2, Q6P0F9
OG0002730	P61421, Q8N8Y2	Q6PGV1
OG0002731	Q9P1Y5	A0A8M9Q5K1, A0A8M1RLN2
OG0002732	Q9UJ72, P12429	Q5U369
OG0002733	Q1XH10, A6NHQ4	A0A8M1PSP4
OG0002734	O14745	Q6P2U7, A0A8M2BLP8
OG0002735	P57739, O95500	A0A8M2BHN3
OG0002736	O95810	F1Q688, F1R665
OG0002737	P49711, Q8NI51	Q6JAA4
OG0002738	Q7LBE3, P58743	Q7T2C4
OG0002739	Q14596	A0A8M1QKU5, A0A8M9Q884
OG0002740	Q5D1E8, A2A288	A0A8M9P842
OG0002741	Q8WW33	Q7ZUF8, A0A0G2KRK2
OG0002742	Q96BS2	Q6P005, Q6NYK0
OG0002743	Q99624	A0A0R4IAD9, A5PLD2
OG0002744	O00322, O75841	Q1RLU3
OG0002745	O95343	O73709, O73708
OG0002746	P08476	A1L1T8, Q8QGE3
OG0002748	P30556	E7FEQ8, B0V116
OG0002749	P49840, P49841	A0A8M3AVR7
OG0002750	P50454	A8WFU6, F1QQ04
OG0002751	Q03519	E7F2I0, Q801W2
OG0002752	Q6P4Q7	A0A8M9QEH1, A0A0G2KHE4
OG0002753	Q6ZVH7	A0A8M6Z259, A0A8M9Q6U8
OG0002754	Q8TED9	Q4V8Y7, E9QFQ2
OG0002755	Q96GM1	Q7SY32, A0A8M2BD34
OG0002756	C9J202, Q9BT22	Q7SXK9
OG0002757	Q9Y383, Q9NQ29	A0A8M2BA63
OG0002758	Q9UJ78, Q9UBW7	B0S766
OG0002759	Q9UMS5, Q8N3S3	A9ULS8
OG0002760	A0JLT2	Q08C81, Q6DRL8
OG0002761	A6NCF5	A0A140LGZ3, A0A8M9PQH0
OG0002762	P17931	Q32PT4, A0A8M2BL55
OG0002763	P23443, Q9UBS0	Q802Y7
OG0002764	Q5I7T1, Q5BKT4	E7FEB7
OG0002765	Q6UW68	E7EXU5, A1L2F6
OG0002766	Q7Z6I8	Q6NXA8, E7FH33
OG0002767	G2XKQ0, P63165	Q7SZR5
OG0002768	Q07011	A0A0R4IT02, E7F8V4
OG0002769	Q5T6C5	A0A8M2BK86, A5PMH0
OG0002770	Q8IWR0, Q9UGR2	Q7ZUL0
OG0002771	Q8NBI5	F1RC11, E7F4C3
OG0002772	Q8TEW8	A0A8M6YYR6, A0A8N7UUX7
OG0002773	Q96LW2	E7FES4, I3ITI6
OG0002774	Q9BZ67, Q9BZ68	E7F221
OG0002775	O75762	A0A8M6Z942, Q5UM14
OG0002776	P14138	E9QFS0, A0A8M2B1S8
OG0002777	O43423, P39687	Q7ZUP0
OG0002778	Q13029	F1QGQ8, A0A8M1PZN6
OG0002779	Q14938	A0A8M3AXU6, A0A8M9PNC5
OG0002780	Q16512	A4QNX9, A0A8M2B6W9
OG0002781	Q9UK76	A3KPB2, A0A8M2BAY7
OG0002782	Q9Y330	Q1LWQ5, Q1LWQ4
OG0002783	O15240	A0A1D5NS72, A0A8M1PRV3
OG0002784	P26842	A0A140LFV5, E9QE65
OG0002785	P29373	A4VCG2, Q801Y4
OG0002786	P22314, P41226	A0A8M2B975
OG0002787	Q14444	E7FDQ5, Q802U4
OG0002788	Q70CQ3	A2BGT0, A0A8M6YWZ3
OG0002789	Q7Z5L9	Q6NZT6, Q7T2G1
OG0002790	Q9BRQ6	A0A8M2BFY9, Q63ZW2
OG0002791	Q9BVI0	A0A8M9QDM8, A0A8M2B947
OG0002793	Q9Y6H1, Q5T1J5	Q6PBS8
OG0002794	Q92626, A1KZ92	A0A8M3AJA6
OG0002795	A6NED2	A0A8M3B041, A0A8M3APH0
OG0002796	O14638, P22413	B0JZL7
OG0002797	Q8N6Y0, P23508	A0A8M9PZA7
OG0002798	P32314	A0A8M1RLE7, A0A8M1N4V2
OG0002799	P53365	A0A8M2B217, A0A8M2B475
OG0002800	P57773	Q9DF30, Q6NYU5
OG0002801	P84550	Q1LXZ9, B3DIV1
OG0002802	Q6UVM3, Q5JUK3	A0A8M9PZ66
OG0002803	Q5T1H1	B8JI71, A0A8M3AZD3
OG0002804	Q86UX7	A0A8M9Q9W5, F1QPN5
OG0002805	Q8TBE7	Q5BLI7, A0A8M1P444
OG0002806	Q9BYV7	Q1RLW1, F1QU45
OG0002807	O15078	P85001, A0A8M3AZL6
OG0002808	P15976	A0A8M9QAH1, Q90410
OG0002809	Q6UN15	Q5XJD3, Q5RHJ8
OG0002810	Q71RH2	E7FG14, A0A8M2BBE5
OG0002811	Q9BZS1	A8WFW7, A0A8M9PRD6
OG0002813	O43614, O43613	A1YQE3
OG0002814	Q4G0M1, Q5T7M4	A1A5X5
OG0002815	Q5TD94, Q9H0K4	A0A8M1QHY3
OG0002816	Q6DJT9, Q9UPG8	B3DK35
OG0002817	Q8IWY4, Q8IX30	A0A8M9PKI0
OG0002818	Q9HAZ1, P49759	F1QG08
OG0002819	Q9P2E9	B8A4D7, Q1LXR3
OG0002820	Q9UHR4	A0A8M3AYE5, E7F8C7
OG0002821	Q9UPZ3	F6NLH0, A0A8M6YXH7
OG0002822	A2RU49	A8WFT6, A0A2R8PV77
OG0002823	Q58FF3, P14625	Q7T3L3
OG0002824	P30519	E7F079, A7MD59
OG0002825	P32927, Q14627	A8WH77
OG0002826	P47872, P41586	Q5C8U6
OG0002827	O60674, P52333	C0RW38
OG0002828	Q13488	Q7ZVM7, B8A655
OG0002829	Q6UXL0, Q13651	F1RA83
OG0002830	Q96P88	A3QJZ0, B9P4N4
OG0002831	Q9UK96	E7F5M1, A0A8M2BLR1
OG0002832	P00740	Q1RLV2, E7F301
OG0002833	P17787, P30926	E7F4S7
OG0002834	P21741	Q9DDG2, Q9W767
OG0002835	Q2KHR2	A0A8M9PV47, A0A0G2KLK6
OG0002836	Q8NFJ6, Q8TCW9	D3TZW2
OG0002837	Q96SB3	A0A0R4IGJ6, E7F3J0
OG0002838	O75420	A0A8M9PLM5, A0A8M9Q2B5
OG0002839	O94979, Q9NQW1	Q7SYD5
OG0002840	P49918	Q6IQT7, A0A0R4ITZ5
OG0002841	P37023, Q04771	O73736
OG0002842	Q658Y4, P0C866	Q6TEP1
OG0002843	Q96S65	B0S776, E9QH67
OG0002844	Q9ULI4	A0A8M2B5X7, F1QCX2
OG0002845	O14594	F1QEZ8, A0A8M1RLN8
OG0002846	O75843, O43747	A0A8M6YZX7
OG0002847	P48146	Q5VJN3, Q5VJN2
OG0002848	Q13976, Q96M20	A0A2R8Q8R8
OG0002849	Q14151, Q15424	Q803X6
OG0002850	Q2VPJ9	E7EXP5, F1QJF5
OG0002851	Q5VYS8, Q5TAX3	A0A8M1PS24
OG0002852	Q7L523, Q5VZM2	Q7ZUI2
OG0002853	Q86X24, Q8N7B1	A2BF66
OG0002854	Q8N5I4	B8A5W4, A0A8M3B0V2
OG0002855	Q96AW1	B0JZB1, E7F4X8
OG0002856	Q96DH6	A0A8M3AIG3, A0A8M3AX32
OG0002857	Q96J84	A0A8M6Z878, A0A8M3BAV1
OG0002858	Q9BQI9, Q9NQ35	B0S7J7
OG0002859	Q14164, Q9UHD2	Q0GKD6
OG0002860	O43581	A0A8M9PH33, D4P8S0
OG0002861	P08620	A0A8M3B2M7, Q9DFC9
OG0002862	P15260	D2JGP1, F6NZK1
OG0002863	P43121	A0A8M2B4F9, A0A8M3B2W5
OG0002864	P53801	Q5XJ41, E7FDD4
OG0002865	Q96DW6	P0CAT2, Q08CI8
OG0002866	Q96JP0, Q9BSK4	Q7T3P8
OG0002867	Q9BZF2, Q9BZF3	A0A8M2BJS4
OG0002868	Q9UBU6	A0A8M1RP26, Q56A52
OG0002869	P10643	A0A8M9PWA7, A0A8N7UT40
OG0002870	P14859	O42276, A0A8M2BFA0
OG0002871	Q8N0Y7, P18669	B8A4H6
OG0002872	Q6IS14, P63241	Q6NX89
OG0002873	Q13875, Q8NFW9	A8T6P4
OG0002874	Q3SY00, Q3B820	A0A8N7T6N8
OG0002875	Q5W5X9, Q6PF05	A0A8M9PFU5
OG0002876	Q6ZSY5, Q86XI6	Q803M0
OG0002877	Q96S19	Q66I74, Q7ZVJ8
OG0002878	O75382	E7F1U3, A0A8M2B1X4
OG0002879	O75462	B8JL58, Q6DG28
OG0002880	P31268, P09629	Q8AWY9
OG0002881	P15088, P15086	F1QJN9
OG0002882	P19532	Q561Z2, F1R1N1
OG0002883	P30559	E4W698, E4W699
OG0002884	Q13505	A0A8M9PR98, A2THY5
OG0002885	Q5T6F2	A0A8M6Z3P0, A0A8M2BEK9
OG0002886	Q9H061, Q8IUX1	A0A2R8QM83
OG0002887	Q9UH03, Q8IYM1	A2BGU8
OG0002888	P57075, Q8TF42	A2BFG9
OG0002889	Q9BX74	A0A8M1RPE3, A5PLH4
OG0002890	O00562, Q9BZ72	A0A8M6YYW5
OG0002891	Q9NWY4, A8MVJ9	Q7SXS8
OG0002892	O75147	A0A8M9Q5Q8, A0A8M2BDK6
OG0002893	Q13304, Q96P67	A0A8M9PYM7
OG0002894	Q2UY09	C0H5W1, A0A060Q6E4
OG0002895	Q68DK7	A0A8M9QMZ2, A9JRX0
OG0002896	Q8TBR4, Q8WVM7	F1QNA7
OG0002897	P32519, Q99607	A0A8M6Z2K0
OG0002898	Q9BZ71	Q9I9N8, E7F006
OG0002899	P51686	A0A8M9PE75, B0V1K7
OG0002901	P78556	A9ZPE0, B3DGM0
OG0002902	Q16534, Q10586	Q08BP9
OG0002903	Q5JR59	A0A8M9P716, E7F246
OG0002904	Q5VST9	A0A8M2BLI6, A0A8M9PGJ4
OG0002905	Q643R3	F1QD35, A0A8M1RFZ7
OG0002906	Q6UXY1	Q1LWE6, A0A8M9Q8N0
OG0002907	Q86TM3, Q9NXZ2	B8A609
OG0002908	Q8WXI4	A0A8M9QDV5, E9QJN3
OG0002909	Q96BY7, Q2TAZ0	A0A8M3AZN3
OG0002910	Q9HD34	B8JLQ0, A0A2R8Q8D7
OG0002912	A8MVW0	E7F078, E7F922
OG0002913	P55854	Q6NV25, Q6DI05
OG0002914	Q07820	Q568W5, Q9I9N3
OG0002915	Q68CR1	A0A8M9PF71, A0A8M2BLG3
OG0002916	Q6PCB5, Q5VWQ0	A0A8M3AN15
OG0002917	Q709C8	A0A8M2BLH5, A0A8M9P9K9
OG0002918	Q96HZ4	Q6P0J1, Q568A5
OG0002919	Q9UIA9, Q9H2T7	A0A8M2B208
OG0002920	Q9UM21, A6NG13	A0A8M3AVS0
OG0002921	C9JL84	A0A8M9PQ19, A0A8M3AXH3
OG0002922	O00479, P05204	Q3B732
OG0002923	P80303	Q7ZUY4, Q7ZUS2
OG0002924	Q15063	A0A0R4IS83, A0A8M1RKG7
OG0002925	Q6JBY9	Q0P4B6, Q0P484
OG0002926	Q92766	F1R609, A0A8N7TAJ7
OG0002927	Q9C0C6	A0A2R9YJG4, E7FAN7
OG0002928	O43761	A7E288, Q503N6
OG0002929	O60299	E7F179, A0A8M3AS26
OG0002930	O75896	Q6DH03, Q08BH0
OG0002931	O95072	A0A8M6Z9W6, Q1RLS1
OG0002932	P04004	F1Q5D8, A0A8M9QLE5
OG0002933	Q6Q4G3, P15144	A4FUN4
OG0002934	Q01484	A0A8M9QDJ9, A0A8M9Q1E3
OG0002935	Q14119	Q0P433, E7F042
OG0002936	Q2MJR0, Q7Z698	Q6NYK3
OG0002937	Q9H9D4, Q96MM3	E7FAN3
OG0002938	Q96PX6	A0A8M3BEL9, A0A8M3AT27
OG0002939	Q99999	E9QCM2, A2BGH3
OG0002940	O75575	A0A8M9PWJ4, A0A8M1NAV1
OG0002941	P09529	A0A8M2BK93, A0A8M2BK69
OG0002942	P78559	A0A8M1QUZ1, X1WDB0
OG0002943	P25325, Q16762	A4QP04
OG0002944	Q5SYB0	E7FEY8, A0A8M2BIA2
OG0002945	Q9BX84, Q96QT4	Q563W7
OG0002946	Q9BX67	A3KPA0, A0A8M1Q7B3
OG0002947	Q9Y4A8, Q14494	L0ANA2
OG0002948	P08631, P07948	A0A0R4J755
OG0002949	Q08AI6	A8KBL5, A0A8M9PP68
OG0002952	Q86SE5	A0A8M3ANQ9, A0A8M2BB10
OG0002953	Q86V97, Q8WVZ9	A0A8M1PRY0
OG0002954	Q8N3E9	F1QJ13, A5D6R3
OG0002956	Q96NX5, Q8IU85	B5MF72
OG0002957	Q9UNW1	Q08CJ4, Q7ZUU7
OG0002958	P01270	Q6WQ25, Q6WQ24
OG0002959	Q8WVV9, P14866	A8KC22
OG0002960	Q93086	Q7SZM1, B0R182
OG0002961	Q96GE6	A0A8M9PMY1, B3DGM2
OG0002962	A2A3N6, Q99755	A0A8M9PD30
OG0002963	Q9UBC5, O43795	A0A8M2BG11
OG0002964	Q9UGV2	A0A8M9PUP4, A0A8M3AV52
OG0002965	O15375	E7FB53, A0A8M1QL30
OG0002966	P08559, P29803	A0A0R4IT09
OG0002967	P16112	A0A8M9P6I2, F1QDA1
OG0002968	Q8WW22, P31689	Q803K1
OG0002969	Q9UN79, P35711	A0A8M9Q0N4
OG0002970	P56975	A0A8M6Z431, E7FCS5
OG0002971	Q03169	A0A8M2B7A4, F1RDH8
OG0002972	Q15696, Q15695	A0A8M1QHE8
OG0002973	Q16842, Q11201	A0A8M3AUU8
OG0002974	Q8NEE8	A0A8M6Z0Y4, A0A8M9PWE1
OG0002975	Q92574	E7FEJ0, A0A8M2BJK9
OG0002976	Q9BTD3	E7F5Q9, A0A8M1NPS8
OG0002977	Q9H1Z9	A0A8M1PZB9, A0A8M9Q0Y0
OG0002978	Q9NQZ7, Q9Y227	A0A8M2BEM8
OG0002979	P34972	A0A8M6Z1G2, Q20HN0
OG0002980	Q8IWB6, P42685	A0A8M9PC12
OG0002981	P49763	A0A8M9PTL4, X1WBL7
OG0002982	Q6P5Z2, Q16513	A7MBL8
OG0002983	Q8IXV7	A0A8M9PWS7, A0A8M9Q3L7
OG0002984	Q9H992, Q8NA82	A0A8M1NG75
OG0002985	Q96B18	F6NMJ1, A0A8M1Q1X9
OG0002986	Q8TBF8, Q96LP2	A0A8M3ASS7
OG0002987	Q96TA1, Q86XR2	F1R7A2
OG0002988	O75173, Q9UHI8	A0A8M9PWV9
OG0002989	Q9ULV3	A0A8M3AS23, A0A8M9Q315
OG0002990	O15228	F1QAU7, A0A8M1RMJ8
OG0002991	O43278	A0A2R8QCE4, A9JR82
OG0002992	P06307	A0A0R4IHW0, E9QEB3
OG0002993	P07205, P00558	Q7ZV29
OG0002994	Q12948	Q9DE25, Q9DE24
OG0002995	Q9BTV4	A0A8M2BL86, Q6NUT9
OG0002996	Q9P2J2, Q9UPX0	A0A8M3ATY0
OG0002997	Q9ULK6	Q566M8, B8A6H5
OG0002998	Q9UKJ3, A4D1E1	I3IS56
OG0002999	Q14982, Q9P121	Q642G9
OG0003000	Q2T9L4	A0A8M2BHZ7, Q1L899
OG0003001	Q86V87, Q5W0V3	B8A6I4
OG0003002	Q8NFU7, Q6N021	E7F958
OG0003004	Q8TEQ0, Q8IUI4	E7EYK3
OG0003005	Q8IX15	Q1ED06, B3DJM1
OG0003006	Q8N8R3	Q4V8X8, A0A0G2KLU8
OG0003007	Q96AA8, Q96N16	A0A8M1QHM0
OG0003008	Q9C0K0	A0A2R8Q8A6, A0A2R8QLP7
OG0003009	Q9NSC7	Q5P991, A0A8M9QEC7
OG0003010	Q9UJU5	F1R5S7, O73784
OG0003011	O15265, Q9ULK2	E7F640
OG0003012	O15511	Q803M7, Q7ZWH4
OG0003013	P10092, P01258	F1QIK6
OG0003014	P28907, Q10588	A0A8M9PGA1
OG0003015	Q9UIL8, Q8IWS0	A0A8M9QKI0
OG0003016	P82987, Q8N6G6	E7FBX1
OG0003017	Q92990	B0UYH7, A0A8M3BAD7
OG0003018	Q9H0C5, Q9BX70	A0A0G2KCJ6
OG0003019	Q9BXN1, P21810	B7ZDB5
OG0003020	P52888, Q9BYT8	E7EZ90
OG0003021	P32241	F1R383, F1R788
OG0003022	Q13835	A0A8M9P5B3, E7FBR0
OG0003023	Q5VUY0, Q5VUY2	A0A8M1NVX1
OG0003024	Q6UX15	X1WDI8, A0A8M9PZ46
OG0003025	Q8NBI2	E7F9D5, A3KPR5
OG0003026	Q9BZA8, Q9BZA7	A0A8M2BKI4
OG0003027	Q9UPA5	A0A8M2B2S6, A0A8M1QUW7
OG0003028	Q9Y2G8	A0A8M9QDB3, A0A8M2BDP4
OG0003029	O00585	F1QBE9, A0A2R8QR67
OG0003030	O14654, P35568	E7F4P8
OG0003031	O43390, O60506	Q6NUZ3
OG0003032	O75822	Q7SXU0, Q803P1
OG0003033	P11161	Q05159, E7F266
OG0003034	P29966	G4XPM4, F6NXD5
OG0003035	P48426, P78356	B3DJ34
OG0003036	Q17R60	A0A8M3AL98, A0A8M3AJ68
OG0003037	Q6IQ32	A4QP16, A0JMC9
OG0003038	Q6NUI6	F1Q881, E7EXH9
OG0003039	Q711Q0	A0A8M2B3A7, A0A8M2BKQ6
OG0003040	Q96HB5	F1QA47, A0A8M1QR01
OG0003041	Q8IVF2, Q9BXM0	A0A8M6YUC8
OG0003042	Q9C0E8	Q7ZU80, Q6PFM4
OG0003043	Q9H8K7, Q499Y3	A0A8M6Z9D3
OG0003044	O00571, O15523	A0A8M2BG36
OG0003045	O15534	Q6E2N4, A0A0R4ICG0
OG0003046	O94842	F1QXS5, A9JRY1
OG0003047	Q96EU7, P0DN25	E7FBK8
OG0003048	Q63HR2	A0A8M1QLC1, A0A8M9PKG9
OG0003049	Q8IXX5, Q1AE95	Q58EK0
OG0003050	Q8N966	A0A8M1PSH3, X1WBB5
OG0003051	Q99788	A0A2R8QEF3, E7FF45
OG0003052	Q9UPW8, O14795	A0A8M3AN14
OG0003053	O00533	A0A8M6YZS5, A0A8M9PF48
OG0003054	O60636	E9QBY8, Q503H8
OG0003055	P00748, Q04756	A0A8M1REP1
OG0003056	P06850	Q5U3N6, U5HSN7
OG0003057	P0C7P0, Q9NZ45	Q6PGY7
OG0003058	P10911	A0A8M3B396, A0A8M9PUG5
OG0003059	P18054, P16050	Q7T2A9
OG0003060	P27144, A0A8I5KW96	Q6NUY0
OG0003061	P49674, P48730	Q6P3K7
OG0003062	P78325	Q7ZYZ9, E7F6J8
OG0003063	Q07352	Q6P3H0, F1RCP3
OG0003064	Q8ND07	A8WGC2, Q08C53
OG0003065	Q9C0D0	A0A8M1RH25, A0A8M1P9M3
OG0003066	Q86Y13, Q9P0P0	Q7ZW78
OG0003067	A8MY62	A0A8M3AVF4, A0A8N7UW05
OG0003068	P08651, O00712	A0A8M9QA09
OG0003069	P21127, Q9UQ88	A0A8M3BC62
OG0003070	Q13506	A0A8M1NIJ0, A0A8M3AM67
OG0003071	O75177, Q15532	Q802V1
OG0003072	Q9BYT9, Q32M45	A0A8M9PZ95
OG0003073	P43243, Q5T481	A0A8M9PW09
OG0003074	Q96DR7, Q5VV41	A0A8M2BEQ4
OG0003075	Q7RTU0, Q7RTU1	A0A8M1PV37
OG0003076	Q9BYS8	A0A8M1RSS4, A0A8M9PR48
OG0003077	Q9H4E7	A0A8M1RMZ1, Q7SYB5
OG0003078	Q9H4R4, O75376	A0A8M3B2M9
OG0003079	P23415, O75311	O93430
OG0003080	P04066	Q7ZW80, Q6DC50
OG0003081	Q9NPH9, P22301	Q5EFQ8
OG0003082	P54709	Q9DGI4, Q8QHI1
OG0003083	Q6IPR1	A3KNJ8, Q503U1
OG0003084	Q6J9G0	E9QCV8, F1Q614
OG0003085	Q86VR7, P0DP72	A0A8M9PIW6
OG0003086	Q9NS00	Q7SYI5, Q08BL3
OG0003087	Q9C0K3, Q9P1U1	A0A8M2B9D0
OG0003088	Q9P2K6	A4IGE1, A0A2R8QC39
OG0003089	Q9UBC3, Q9UJW3	Q588C6
OG0003090	P01344	Q8JIE4, Q9PUD0
OG0003091	P49189	Q7ZVB2, A0A8M9QDI6
OG0003092	Q86YG4, P49902	A0A8M2B3I7
OG0003093	Q9H3M9, P54252	A0A0R4ITP2
OG0003094	Q12933	A0A8M1Q288, A0A8M9PY87
OG0003095	Q9H015, O76082	A0A0E4G213
OG0003096	Q96G75, Q9H871	Q6PBS0
OG0003097	Q9H8W5, P29590	A0A8N7T6Z0
OG0003098	O43930, P51817	F1QN39
OG0003099	O75916	A0A2R8QUQ1, A0A8M9PWJ6
OG0003100	O94964	A0A8M2B8S3, A0A8M1QQL1
OG0003101	Q15506, O75952	Q05AK7
OG0003102	Q16568	Q568S2, F1QZX9
OG0003103	Q52LC2	A0A8M1PSG6, A0A8M1P1M5
OG0003104	Q9UPN7, Q5H9R7	A0A8M3AWD3
OG0003105	Q6P597, Q9H0B6	A4IG65
OG0003106	Q8TDN2	A2ARG8, F1Q6N3
OG0003107	Q8TE58	X1WDJ8, A0A8M9Q1S2
OG0003108	Q9H6B4	A0A2R8Q356, A0A8M6Z281
OG0003110	P04233	Q9PUT2, Q9PVD9
OG0003111	P0C7U0	A0A8M2BBN8, F1Q7Y5
OG0003112	P25963	F1QCG4, Q7ZW68
OG0003113	P26367, O43316	P26630
OG0003114	Q7Z3C6, Q674R7	A2RV24
OG0003115	Q96HC4	Q7ZVC1, A0A8M6Z6A6
OG0003116	Q96P50	A2RUY3, A0A8M9PLB8
OG0003117	O75553	A0A8M3AW18, A0A8M2BIE0
OG0003118	P24592	C4MCP0, F6N9E8
OG0003119	Q6P5S2	A5PF61, Q4QRF7
OG0003120	Q8N4B1	Q0P3X0, A0A8M2B9I6
OG0003121	Q8NAX2	E7F2A2, E7EZS2
OG0003122	Q9BXI9	F1R342, A0A2R9YJL0
OG0003123	Q9H1U4	A0A8M1PS41, A0A8N7TEX5
OG0003124	Q9Y4H2	A0A8M9PD89, A0A0R4IKQ9
OG0003125	Q9H606, O00370	A0A8M9PHG4
OG0003126	Q12982, Q7Z465	F1QHC0
OG0003127	Q08170, Q13247	Q5M9N3
OG0003128	Q13253	Q9YHV3, Q9W741
OG0003129	Q6EMK4	A4QNV9, A8DZ86
OG0003130	Q8WUJ3	A0A8N7UV68, A0A8M9Q254
OG0003131	Q9NY91, P13866	Q6NWE6
OG0003132	O95409	Q9IAT0, Q9DE40
OG0003133	P40426	A0A8M2BJ04, A0A8M3AV99
OG0003134	Q52LW3	Q6PCS4, A0A8N7TE50
OG0003135	P34820, Q7Z5Y6	Q1LWW7
OG0003137	Q9BVG3	A0A8M9QHS6, A0A8M9QIB5
OG0003138	Q9BYL1	A0A8M9PQG5, A8WG33
OG0003139	Q9H3Y8	Q6PFP3, Q6PBI2
OG0003140	Q9Y4F4, Q6ZUX3	A0A8M9PF49
OG0003141	Q9UIA0, O43739	E7F2Q0
OG0003142	P23471	A0A8M2BAH5, A0A8M3B8R4
OG0003143	Q53GG5	A0A8M2B416, Q4VBT3
OG0003145	Q9Y6M5	A0A8M2B789, F1QZA0
OG0003146	O00410, O60518	B8JHR9
OG0003147	P10588	A0A8M9Q751, Q6P117
OG0003148	P60323, P60321	Q90WW1
OG0003149	Q13491	Q8UUT0, Q5CZM4
OG0003150	Q96QF7	A0A8M9QKK8, A0A0R4IWG9
OG0003151	Q92519, Q96RU8	A0A8M1RLI9
OG0003152	Q9BSJ8	A0A8N7T8M6, A0A8N7T801
OG0003153	Q9NZZ3	Q7T339, E7F143
OG0003154	O76061	A0A0R4IS34, Q5IRA7
OG0003155	P13671	A0A8M2B846, A0A8M9Q791
OG0003156	P54851	F1QIK8, A0A8M9PUL4
OG0003157	Q5HYK7	A0A8M3B087, A9JST3
OG0003158	Q6ZU80	A0A8M6YV00, A4QNW2
OG0003159	Q92793, Q09472	A0A8M2B8L6
OG0003160	Q8TEU8, Q96NZ8	Q6NUX0
OG0003161	Q9NP98	Q6P0T8, A0A8M6Z1X3
OG0003162	O15243	A0A8M1RIG0, Q561T9
OG0003163	P05108	Q7SYJ6, A0A8M9Q8E0
OG0003164	Q6NUJ1, P07602	E7FCT1
OG0003165	P14653	O42366, Q90423
OG0003166	Q14201	E7F2Z6, A0A2R8QIP9
OG0003167	Q8IZU9	A0A2R8RME3, A0A8M9PG27
OG0003168	Q8TC26	F2Z4R5, B0UY98
OG0003169	Q8TDC3, Q8IWQ3	A0A8M3B1F0
OG0003170	Q92901, P39023	Q6Q418
OG0003171	Q6P435, Q96Q15	C5J7W8
OG0003172	Q99583	E7FCB9, A0A8M3AIM1
OG0003174	Q9NUQ3, Q9BZA5	F1QZ20
OG0003175	Q8N3H0	E7FC03, A0A8M1NL22
OG0003176	Q92914	E7F9J0, Q5TKR4
OG0003177	O75030	Q9PWC2, F1Q885
OG0003178	P20827	Q6PGZ9, O93431
OG0003179	Q01130, Q9BRL6	Q7ZV13
OG0003180	Q7RTX1, Q8TE23	Q2MHL2
OG0003181	Q9BV36	A0A8M2BGK5, A0A8M9QFY9
OG0003182	Q96L93, Q9P2P6	A0A8M3AVN1
OG0003183	A0A7I2V3R4	E7EYM0, A0A8M9PLV0
OG0003184	A6NHG4, P30046	Q6IQL4
OG0003185	O60906	F1QUD7, E7FBR1
OG0003186	P19087, A8MTJ3	Q90WX5
OG0003187	P27338, P21397	Q6NSN2
OG0003188	Q12968, Q14934	A0A8N7T7M6
OG0003189	Q5VU43	A0A8M2B7P4, E7F6F8
OG0003190	Q6ZMT4	Q5RHD1, P0CF52
OG0003191	Q8IWK6	S4X0Q8, A0A8M9Q968
OG0003192	Q96F85	E9QJH9, Q6DBX3
OG0003193	Q96IR7	A7MC29, A0A8M9PPG7
OG0003194	Q9BRT3	Q802F5, A0A8M1PB21
OG0003195	Q9BUF7	A3KNR7, Q1A5L0
OG0003196	Q9NV96	F1QEI3, Q6P0V2
OG0003197	Q9UPS6	Q1LY77, A0A8M3BBX9
OG0003198	A8MXD5	A0A8M1RRF3, A0A8M9PYD8
OG0003199	O14543	Q7ZUC6, Q6NYJ2
OG0003200	O60602	F8W4F1, F8W3J5
OG0003201	P26374, P24386	Q6RFG0
OG0003202	P61769	Q04475, E7F1G6
OG0003203	Q14914	A0A8M2BJR2, Q5PRB9
OG0003204	Q494U1	A0A8M2B943, A0A8M9PQR6
OG0003205	Q96FC7, Q92561	A4QNW7
OG0003206	Q9H4L4	A2BEN4, A4IFY7
OG0003207	Q9P2B4	A0A8M2BED7, F1Q9J8
OG0003208	A6NCI4, Q502W6	A0A8M1RNC2
OG0003209	O60238	Q58EQ7, Q5VK49
OG0003210	Q92570, P43354	A0A2R9YJF7
OG0003211	P52797	Q90YC5, A0A8M1Q1X6
OG0003212	Q6P589	Q7T364, Q1ECV8
OG0003213	Q6Q0C1	A4QNX2, Q1ECW7
OG0003214	P40337, Q6RSH7	A1L296
OG0003215	Q9C026, Q6ZTA4	A0A8M2B3C6
OG0003216	Q86Z23	A0A8M9Q0T2, A0A8M9PTL2
OG0003217	Q8WW38, Q8IX07	F1R4T3
OG0003218	Q969F8	A8CAH4, F1R5R4
OG0003219	Q96PE1	E7FBY6, A0A0U2ULT4
OG0003220	Q13586	A0A8M2BKP3, A0A0R4IAT9
