Orthogroup	Zebrafish.UniProt.renamed	Human.UniProt.renamed
OG0001391	Q5PR65	P11308
OG0001391	A0A8M9PLW9	Q01543
OG0001392	A0A8M9PNC4, A0A0R4IXB1, A0A8M3AN80	Q2M3V2
OG0001393	A0A0G3Y3D1	Q96BD0, Q6ZQN7, Q86UG4
OG0001394	A0A8M9Q6R7	Q8NHM5
OG0001394	A0A8M1PZC6	Q9Y2K7
OG0001395	Q7T3T8	Q86SH2
OG0001395	E5LCR6	A6NP61
OG0001396	A0A8M9PA57, A0A8M9P8A2, A0A0R4I9S3	O43303
OG0001397	F1Q5R8	Q06278
OG0001397	E7F022	P47989
OG0001398	Q7ZU53	Q49AN0
OG0001398	A4QN37	Q16526
OG0001399	F1QBS1	Q92841
OG0001399	F1Q5L6	P17844
OG0001400	A0A8M3AYY4, A0A8M3AT34	Q5SW79, Q96L14
OG0001401	Q08BJ2	Q5VWX1
OG0001401	A0A8M3AZY4	O75525
OG0001402	Q1LXI7, Q90XE7	Q13351, Q9Y5W3
OG0001403	A0A8N7UVH3	Q92953
OG0001403	A0A2R8Q685	Q14721
OG0001404	X1WDT9	Q8TD16
OG0001404	A0A8N7T6T3	Q96G01
OG0001405	Q1L8T5, A0A8M9Q5K0, A0A8M9PIJ0	Q9P2M7
OG0001406	Q5RGB5	P20336
OG0001406	F6NMA7	O95716
OG0001407	F1Q6Z9, A0A8M3BA22	Q8TET4, Q14697
OG0001408	A0A8M9QAR3	Q03001
OG0001408	A0A8M6YUK6	Q9UPN3
OG0001409	Q66HW9, E7EY35, A0A0R4IDY5	P40313
OG0001410	A0A8M3B1Q7	Q69YI7
OG0001410	A0A8M9Q7B9	Q86VE0
OG0001411	A0A8M9PRH3, A0A8M1QHF7, A0A8M9PUC9	Q8IVV2
OG0001412	A0A8M2BA80, E7FBI2, A0A8M9QEI5	P27816
OG0001413	Q6PBT9	Q569K4
OG0001413	A0A8M9NZX0	Q9H6B1
OG0001414	Q6NYJ9	P63010
OG0001414	A0A8M3AZG4	Q10567
OG0001415	A0A8M2BJG3, U3JAQ5	Q5XKR9, Q969W3
OG0001416	A0A8M2B3M3, Q06W25, Q06W26	Q8IWT1
OG0001417	A0A8M1RMK1, A0A8M2B7H0, A0A8N7T7N7	P04114
OG0001418	A0A8M3B3F1	P11171, Q9H4G0, O43491
OG0001419	E9QDH7, F6NYV8, A0A8M2BEX8	P16410
OG0001420	A0JPF7	A5D8V6
OG0001420	A3KGZ5	Q9H9H4
OG0001421	E7F9K9	Q9HC62
OG0001421	A0A8M9PWZ7	Q9P0U3
OG0001422	A0A0R4ICM6	O60336
OG0001422	A0A286YBK5	O43379
OG0001423	Q1LUT2	Q02880
OG0001423	A0A0R4IUF0	P11388
OG0001424	A0A8M2B9Q3, E7F587, F1Q7H8	Q5W0Z9
OG0001425	A0A8M9PT37, A0A8M3B3C3	Q68CZ2, Q9HBL0
OG0001426	A8E7N9, P85857	Q6KF10, Q7Z4P5
OG0001427	A0A8M3B6D8	Q9HCH5
OG0001427	Q1L8P2	Q8IYJ3
OG0001428	A0A8M3BER5	Q8WYB5
OG0001428	A2CG09	Q92794
OG0001429	F1QWZ4	Q9UK05
OG0001429	A2BGK2	O95393
OG0001430	Q1LVS6, Q1LUY0	Q7Z2W4, Q9H0J9
OG0001431	A6H8U1, A0A8M1Q1H9, E7FAA1	Q9H305
OG0001432	F6NLN8, A0A8M3B7X7, B8A691	O00206
OG0001433	Q6NXD8	Q6ZUT9
OG0001433	A0A8M3B1L1	Q6IQ26
OG0001434	Q6PC06	Q96HN2
OG0001434	Q7T2B5	O43865
OG0001435	A0A8M3AI00	O14576
OG0001435	A0A8M3B334	Q13409
OG0001436	E7FAL8, Q6DHB9, Q5XJV1	Q8NBX0
OG0001437	F1R0A8	Q92777, O14994, P17600
OG0001438	A0A8M9PI62	Q9ULQ0
OG0001438	Q803T2	Q5VSL9
OG0001439	A0A8M9QFG7	Q7Z460
OG0001439	Q6NYW6	O75122
OG0001440	Q7ZSY3	P51532
OG0001440	A0A8M3ASL9	P51531
OG0001441	A0A8M3AS49	Q8NB49
OG0001441	A0A8M2BIA1	P98196
OG0001442	B0R034	Q5JSL3
OG0001442	A0A8M9QFT9	Q9BZ29
OG0001443	A0A8M2BFN8	Q86TI0
OG0001443	A0A8M2BF73	O60343
OG0001444	E7FCQ0, F1Q6Z5	P62633, Q8WW36
OG0001445	A0A8M6Z1V0, A0A8M9QI72, A0A8M2BIB8	Q70EK8
OG0001446	A8E4T4, A4QNU4, Q8JI14	Q9UBD6
OG0001447	F1QQ79	Q6UB35
OG0001447	Q7ZVV5	P11586
OG0001448	A0A8M9QJV2, A0A8M9PT95	Q14684, P56182
OG0001449	Q6P4V2, D7RVS0	P48664, P43003
OG0001450	F1Q546	Q8TCQ1
OG0001450	A0A8M1P379	Q5T0T0
OG0001451	E9QI65, Q6DBR8	Q9HA72, Q5JW98
OG0001452	Q6IQU9, Q0P3U4, A0A8M1PZK0	P10606
OG0001453	A0A8M9PMH9, A0A9V2V100, A0A8M9QN10	Q8N957
OG0001454	A0A8M1NXH9	Q96JJ3
OG0001454	A0A8M3ASM3	Q92556
OG0001455	A0A0J9YJ60, Q7T2P6	O14925, Q5SRD1
OG0001456	A0A8M2BKI5	Q96E09, Q6P4D5, Q7Z309
OG0001457	F8W4I7	Q9ULX7
OG0001457	A0A8M3AZS0	O43570
OG0001458	A0A8N7T8A9, A0A8M3B0A7, A0A2R8QN48	Q96EP0
OG0001459	Q6F3Q9, A0A8M9PV11, A0A8M9PP85	P29460
OG0001460	Q90460, F1QE54	Q13740, Q15109
OG0001461	A0A0U3RBN1	Q86Y01
OG0001461	B2KJ26	Q9Y2E6
OG0001462	A0A8M9Q6G7, A0A8M9PCN4, A0A8M9PVC9	Q86UP6
OG0001463	U3JAH0, A0A8M3B8L2, A0A0G2LAQ7	Q9P281
OG0001464	A0A8M9PMR0, A0A8M9Q174, A0A8M9PS61	A6NIX2
OG0001465	Q32PM9, A0A0R4IR92, Q5DJ14	P21917
OG0001466	A0A8M2B8R9, A0A8M9PLI7, A0A8M2B941	Q86WK7
OG0001467	A0A8N7UVX0	Q8N163
OG0001467	A0A8M2B3E5	Q8IX12
OG0001468	A0A8M6YUW2	P23276, P0DPD6, P0DPD8
OG0001469	E9QGL3, Q561Y2, E9QH56	Q9HAN9
OG0001470	A0A8M9PLA6	Q9Y2H6
OG0001470	B0S5P9	Q53EP0
OG0001471	F1QHM7, A0A8M9QEK5, F1QX91	Q8IYP9
OG0001472	A0A8M9PXP6	Q8NA19
OG0001472	B1H1J1	Q96JM7
OG0001473	A0A8M3BD07, A0A8M9Q3B3, X1WDW2	Q96JQ0
OG0001474	F1R2E0	P52272
OG0001474	Q32PS6	Q9P2K5
OG0001475	A0A8M9PG39, A0A8M9P1L8, G1BJ50	P78509
OG0001476	C7DZK3, A0A8M9Q9Z7, A0A8M1RI29	Q17RW2
OG0001477	Q7T3D1	Q96HE7
OG0001477	A0A8M2BK75	Q86YB8
OG0001478	F1Q515	Q99501
OG0001478	A0A8M1RQY9	Q8NHY3
OG0001479	F1QJL3	Q6ZRP7
OG0001479	B0UXN0	O00391
OG0001480	A0A8M3AZR5	O75351
OG0001480	Q08BZ6	Q9UN37
OG0001481	A0A8M9Q942, X1WCK8, A0A8M1PS76	C9JR72
OG0001482	F6P8C7, A0A8M2B615, A0A8M6Z2J7	Q68CJ6
OG0001483	A0A8M9QN24, A0A8M2B3U2	Q7Z2K8, O60269
OG0001484	Q7ZZC3, F1QSA2	P14060, P26439
OG0001485	A0A2R8Q9G7	O00159
OG0001485	A0A8M3B2M0	Q8N1T3
OG0001486	A0A8M3B036, A0A2R8PVX3, A0A0R4IBK5	Q63HN8
OG0001487	A0A0R4IXS6, Q567I4, E7FAE2	Q9NUJ7
OG0001488	E7FCG1	Q9Y6D5
OG0001488	A0A8M3AZ36	Q9Y6D6
OG0001489	A0A8M9Q6T4, A0A8M3BE83, A0A8M6Z762	O94989
OG0001490	A0A8M9PTU4, B8A5Y1, A2BG51	Q9NQV8
OG0001491	A0A8M9QEQ5	Q9NYU2
OG0001491	A0A8M3AW54	Q9NYU1
OG0001492	A0A8M9PNN6	Q9UJS0
OG0001492	Q6PFM3	O75746
OG0001493	A0A8M9PUI8, A0A8M9Q6S9, E7F2X0	P30622
OG0001494	Q6IQI2, F1QGM0, F8W2U6	P09382
OG0001495	E7F3S4, A0A8M1NCY5, F1QH59	P26651
OG0001496	Q6NY97, A2BGT3, Q6P009	P14920
OG0001497	A0A8M9PNF4, A4IGG5, A0A8M9Q4K7	P57721
OG0001498	A0A8M9QLX5, A0A8M3BDM1, A0A8M2BJR3	Q5FWE3
OG0001499	Q6NTI0, F1QEM7, A0A140LG17	Q99576
OG0001500	A0A8M9PLR3, A0A0R4IEK2, A0A0R4IWV6	Q9UNW8
OG0001501	A0A2R8QU37, A0A8M9QDP0, A0A8M9PSS3	Q5VT99
OG0001502	A0A8N7URF7, X1WF29, Q52KK8	Q9BYK8
OG0001503	A0A2R8QDV2, E7EYW5, A7MCL7	P04080
OG0001504	Q8JFR5, B8A5K6, A0A8M9PHV3	P10721
OG0001505	X1WEX1, A0A8M1RMI4, A0A8M9Q4Y0	P38570
OG0001577	A0A8M6YWP1, A0A8M9Q3H9	A0A286YF18
OG0001578	Q5RIW6	O14867, Q9BYV9
OG0001579	A0A0A0MPH9, A0A8M3ARH7	O75445
OG0001580	Q08CH7	B2RC85, P0C881
OG0001582	F1QGW6	P41091, Q2VIR3
OG0001584	F8W545, A0A8M9QGD4	Q6ZVF9
OG0001585	A0A0R4IHS7	Q8IVT2, Q96FF7
OG0001586	A0A8M2BEE8, A0A8M2BJ76	Q8N539
OG0001587	Q503U6	Q96NE9, Q8N878
OG0001588	Q7ZUW8	Q8NHS2, P17174
OG0001589	A0A8M9Q0B8	Q92503, O43304
OG0001590	Q5XJ30	Q96DE0, Q9BRJ7
OG0001591	B3DI75, A0A8M1RTQ1	Q96MK3
OG0001592	B0R0D7	Q9BR76, Q9ULV4
OG0001593	A0A8M9PHX4, A0A0G2KEG5	Q9NR21
OG0001594	Q3B750	P07919, A0A096LP55
OG0001595	Q50LC6, Q9DDU5	P09211
OG0001596	E7F6G4	P32247, P30550
OG0001597	A0A8M2BGK1	O14640, P54792
OG0001598	A0A8M6Z5F8, A0A8M9PQ24	P55196
OG0001599	A0A8M9QLE1, F1QEA1	P59773
OG0001601	A0A8M9PWQ9, A0A8M9PL10	Q86UZ6
OG0001602	A0A8M9QFD5	Q8N140, Q9NXX6
OG0001603	F1QW76	Q16520, Q8N1L9
OG0001604	Q6PBW0	Q99719, Q8WYJ6
OG0001605	A3KNM7	Q6PKX4, Q9P104
OG0001606	A3KNJ9, A0A8N7TBJ8	Q9UJM3
OG0001607	Q5CZN0, A0A286YBK9	A5D6W6
OG0001608	A0A8M2BKB7, A0A8M1N4V1	P15289
OG0001609	Q8QHA6	P21281, P15313
OG0001610	Q6JIY4, Q6JIY5	P31276
OG0001611	Q6P971	Q96C36, P32322
OG0001612	O93598	P42224, P52630
OG0001614	Q78AP9, Q6DHP3	P61204
OG0001615	A0A8M2B274, A0A8M1P8I7	Q00587
OG0001616	Q6P0Z4, Q6P2A2	Q06945
OG0001617	Q5IGR7	Q16394, Q92935
OG0001618	A0A8M9PXY1, A0A8M9QL84	Q86SQ0
OG0001619	A0A8M2BG25	Q8N0V5, Q6ZNI0
OG0001620	Q7ZV00	Q8N6M0, Q7L8S5
OG0001621	A0A8M9P7I2	Q8NBJ9, Q9NXL6
OG0001622	Q6DEH7	Q8TDX7, Q8NE28
OG0001623	A0A0R4IMG3, B0JZP3	Q8WUY1
OG0001624	A0A8M2B7K8, A0A8M1PHS8	Q92954
OG0001625	B3DJU3	Q99578, Q92963
OG0001626	Q5XJM4, F1QZX8	Q96HQ2
OG0001627	E7FFM0, E7F624	Q96JE9
OG0001628	F1QDF0	Q96Q89, O95235
OG0001629	A8KBX3	Q9HA64, Q9H479
OG0001631	A0A8M2B982	O14513, Q9HCH0
OG0001632	A0A8M6YYC6	O15117, Q5VWT5
OG0001633	Q9YI01	O75474, Q92837
OG0001634	Q7T398	Q8NHQ8, Q02833
OG0001635	Q288P2	Q13873, Q16671
OG0001636	P0DX17, A0A8N7TDT7	Q6ZMH5
OG0001637	Q5FVD1	Q9Y3E1, Q7Z4V5
OG0001638	F1RCF0, E7FEJ4	Q7Z5L0
OG0001639	F1Q501, A0A8M2BI80	Q8N4B5
OG0001640	A7MC10	O43298, Q96C00
OG0001641	A0A8N7UTI6, E7F2A4	Q9H201
OG0001642	A2BGU9	Q9H4I8, Q9NQF3
OG0001643	F1QQR2, E7F8C4	O00254
OG0001644	A0A8M2BES4, A0A8M6Z3Z2	O15079
OG0001645	F1QKT2	O15156, O95365
OG0001646	Q45NF8, A0A8M9P729	P48539
OG0001647	X1WG55, Q1LYM6	Q2WGJ6
OG0001648	F1R392	Q6NUS6, Q2MV58
OG0001649	A0A8M3AVH6	Q16538, Q6NV75
OG0001650	Q6DH34, Q5PR52	Q8IXM2
OG0001651	Q66PG2	O95461, Q8N3Y3
OG0001652	A0A8M2BJ77	Q8N5S9, Q96RR4
OG0001653	A0A8M3AP34	P42658, Q8N608
OG0001654	A0A8M3ATU5, A0A8M3AWA6	Q8TDU6
OG0001655	E7F333	Q6NSJ5, Q8TDW0
OG0001656	Q6DG78	Q96NR8, Q8TC12
OG0001657	A0A2R9YJN8	Q9BQ39, Q9NR30
OG0001658	Q7T3B8	Q9BSU3, P41227
OG0001659	A0A8M3AIL2	Q8TD94, Q9BXK1
OG0001660	F1QVW5	Q9P2P1, O15037
OG0001661	A0JMN3, Q5RIQ4	O14901
OG0001662	E7FBE1, A0A8M2B505	O75326
OG0001663	A0A8M9PPK0	Q76MJ5, O75460
OG0001664	A0A0G2KRU2, Q6P2U2	P06858
OG0001665	Q5BLC1, B3DGR2	P20774
OG0001666	X1WD16	Q2M3T9, P38567
OG0001667	F7VJQ5	Q8TE85, Q6ISB3
OG0001668	Q7ZUL7, Q6DH13	Q6ZRY4
OG0001669	E7FCQ8	Q71F56, Q9UHV7
OG0001670	A7MCS3	Q6UX73, Q86U02
OG0001671	A4IGE2	P0C875, Q86W67
OG0001672	Q5PR46	Q9H1Q7, Q96HM7
OG0001673	B7ZVP9, E7FCI6	Q9BZR9
OG0001674	A0A8M2BKH0	Q9C0H6, Q9NR64
OG0001675	Q6DHK9, A0A0R4INS8	Q9UL19
OG0001676	Q566W6	P98179, Q14011
OG0001677	A0A8M3AUI6	Q05BV3, Q6ZMW3
OG0001678	A0A8M9Q8Z4	Q400G9, Q86W34
OG0001679	A0A8M9QJL3, F6NN15	Q8WWI1
OG0001681	A0A8M1QK92	Q6WRI0, Q9NR99
OG0001682	A0A286Y8A3	Q9NRF2, O14492
OG0001683	A8WG36, A0A8M9PFY8	Q9UH90
OG0001684	A0A8M9Q0Y4	O14522, P28827
OG0001685	B8JLP1	P13224, Q7Z2Q7
OG0001686	A7KX13, A6Y958	P20963
OG0001687	E7F2E1	P51816, P51826
OG0001688	Q90Z68, Q6NY58	P78415
OG0001689	Q90ZN6	P26927, Q2TV78
OG0001690	A0A8M9PVJ7, A0A8M9PLD5	Q6T4R5
OG0001691	A0A8M2BH52, Q504F3	Q6ZS82
OG0001692	A0A8M3AT90	A6NCM1, Q86XH1
OG0001693	A0A8M1RE52, Q803P8	Q8N806
OG0001694	P0C8Y2, A0A8M2BL63	Q8TCD1
OG0001695	A0A8M9P084	Q8TDY4, O43150
OG0001696	A0A8M2BH64	Q9H6Z9, Q96KS0
OG0001697	Q6P0S8, Q5PRD3	Q96SZ5
OG0001698	A0A8M2B998, A1L1R1	Q9BW04
OG0001699	A0A8M3ASS4, E7FDV8	Q9NZN5
OG0001700	Q1JPW1, A1L2G2	Q9UI36
OG0001701	A0A8M3ANE8	Q16787, O15230
OG0001702	Q6DRF0	O15541, Q8IZP6
OG0001703	Q8UUT8	P01185, P01178
OG0001705	X1WFC0, A5PMT9	P51684
OG0001706	Q7ZVK5	Q15365, Q15366
OG0001707	Q6DBZ1	Q75LS8, O95302
OG0001708	A0A8M1RIH6	Q8IWZ8, Q8IX01
OG0001709	E7F362, B8JIS3	Q8TE67
OG0001710	A4QP43	Q96S94, Q9UK58
OG0001711	F1QFW2	Q9C040, Q9BRZ2
OG0001712	A0A8M1PZA1	Q9GZZ6, Q9UGM1
OG0001713	A0A8M9PMS3, A2BIH4	Q9H582
OG0001714	A0A8M3B845, U3JAM7	Q9H987
OG0001715	Q1ECV9	Q9HAV5, Q9NS68
OG0001716	A0A2R8Q9E7	Q9P2N7, Q9P2J3
OG0001717	A0A8M6YX38	Q9Y4E6, Q3MJ13
OG0001718	A0A0R4IC10	Q9GZU7, O15194
OG0001719	B3DFU2, A0A8M2B675	P08949
OG0001720	A0A8M6Z7W7, A0A8M9PRM3	P13798
OG0001721	B5DDZ4	P27487, Q12884
OG0001722	Q68EI1, F1QPF7	P32929
OG0001723	A0A8M6Z708, Q90Y46	P45379
OG0001724	A0A8M2B770	Q9NRJ5, P51003
OG0001725	A0A8M1Q1W3	Q1L5Z9, Q496Y0
OG0001727	E7FC82, A0A8M2B7L2	Q9BZQ8
OG0001728	Q7SZ52	Q9H0Q3, P58550
OG0001729	A0A8M1QKH0, A0A8M9PXK2	Q9NSY0
OG0001730	A0A8M9Q7T0	Q5VWN6, Q9UK61
OG0001731	A0A8N7TF16, A0A8M1Q7Z4	Q9UKU6
OG0001732	A0A8M1NX83	A0A1B0GVZ2, A0A1B0GVK7
OG0001735	A0A8M9PQA8, Q6PD88	O94916
OG0001736	I3ITC3, A0A8M3AQA7	O95785
OG0001737	F1QWS9	P08571, O60603
OG0001738	Q9DGE0	P46734, P52564
OG0001739	B0F0D0	Q08289, O00305
OG0001740	Q7SZQ2	Q14602, Q02363
OG0001741	A0A8M9Q9N5, A0A8M6Z2F6	Q14766
OG0001742	Q533H0	Q15849, Q13336
OG0001743	A0A8M9QLM6	Q7Z4I7, P48059
OG0001744	Q7ZTX2	Q86VZ2, P61964
OG0001745	F8W5C6	Q9UNH7, Q86XE0
OG0001746	A2VD26	Q86XZ4, Q9NUQ6
OG0001747	A4QN72	Q8TE76, Q14149
OG0001748	Q5DTD0, A5PMM5	Q96RF0
OG0001749	A9JRD7, A4QNW5	Q9NVM1
OG0001750	A0MGY9	Q9Y663, Q9Y662
OG0001751	E7EZD1	Q8NFP9, P0C6P0
OG0001752	Q90Z34, A0A8M9PKU7	P14415
OG0001753	Q7ZUG4, Q7ZUW5	P20339
OG0001754	Q1L966, E7F6Z5	P54253
OG0001755	A0A8M1RIA2	Q13495, Q8IZL2
OG0001756	Q6PBX1	Q13526, O15428
OG0001758	E7EZF3	Q96PU4, Q96T88
OG0001759	A0A8M1QHV0	Q9HCI6, Q9Y4E5
OG0001760	A0A8M2B4C3, A0A0R4INC3	Q9NRS4
OG0001761	A0A286YA77, A0A0R4IT01	Q9NRX3
OG0001763	A0A8M3B3S0	O43526, P56696
OG0001764	E7F9L8	B0I1T2, O94832
OG0001765	Q804T6, A0A8M1QUQ3	Q155Q3
OG0001767	A0A8M2B284	Q96QZ7, Q8IXQ8
OG0001768	A0A0R4J8N1	Q8N3C7, Q96DZ5
OG0001769	B0UXH5	Q9UKU9, Q8NI99
OG0001770	E7FFN7, Q567E2	Q8TAC1
OG0001771	A0A8M2B5M9	Q8TC07, Q8IYX1
OG0001772	Q1L8A0	Q96BZ4, Q8IV08
OG0001773	B4XEZ3	Q6WN34, Q9BU40
OG0001774	A0A8N7UVH6	Q9NZM6, Q9P0L9
OG0001775	Q3T2L2, Q3T2L3	A9YTQ3
OG0001776	A0A8M9PYT1, A0A0R4IBE2	C9JH25
OG0001777	Q6DI16	O14958, P31415
OG0001778	F1Q5M5	O94956, Q92959
OG0001779	Q6YBR5, O73797	P01138
OG0001780	A7UD89	P25929, Q99463
OG0001781	A5WVX8, A0A8M2BLR6	P50579
OG0001782	Q0PKX8, Q6DHG9	P50591
OG0001783	A0A8M6YW04, A0A8M3AYN3	Q01538
OG0001784	E7FDA0	Q10472, Q8IUC8
OG0001785	Q7ZUQ3	Q13188, Q13043
OG0001786	A0A8M9PMF0, A0A8M9PQD1	Q5SZJ8
OG0001787	A0A8M1PS88	Q7RTS6, Q7RTS5
OG0001788	Q4V9F0	Q86VF5, Q96PD7
OG0001789	A0A2R8QQN0, X1WE78	Q86YT5
OG0001790	A0A8M9P7F0	Q8IWT3, Q14999
OG0001791	F1R7M5	Q7Z4T8, Q8NCW6
OG0001792	Q0P4A9, Q7ZZ37	Q96C90
OG0001793	A0A8M1NDC2, E7FE92	Q96QE3
OG0001794	A0A8M6YTL2	Q96T21, Q93073
OG0001795	Q66I39	Q9NYL9, Q9NZR1
OG0001797	A0A8M2BKS1, Q6PHG2	P02790
OG0001798	Q7T3D3	P63096, P08754
OG0001799	E7FB29	B7ZAQ6, P0CG08
OG0001800	Q501V0	P11801, Q96QS6
OG0001801	E7FC97, E7F704	Q01850
OG0001802	Q803H1	Q14498, Q86U06
OG0001803	A0A8M3B5N2	Q8IV53, Q6P3S1
OG0001804	E7EXX9	Q8N7E2, Q75N03
OG0001805	A0JMF5, E7F6E2	Q8IXT5
OG0001806	Q49HM9, Q1XHL7	Q8WTQ7
OG0001807	A0A2R8PZ70, Q5RGR4	Q8WXK1
OG0001808	A0A8M3ATD7	O60447, Q96CN4
OG0001809	B0S6M0	Q9H5I1, O43463
OG0001810	Q08BI9	Q8NE86, Q9NWR8
OG0001811	P59889	Q9BRY0, Q9NY26
OG0001812	A0A8M1P2J9, A0A8M1RM16	O15519
OG0001815	E7F8M2	P16389, P22459
OG0001816	E9QDV5, E7FFJ7	P36269
OG0001817	E7F9I7	Q9H2B4, P50443
OG0001818	E7FGU9, Q1LYG4	Q68CJ9
OG0001819	F1QG70, A0A8M2B301	Q86SK9
OG0001820	Q1ECU3	Q8NCT1, Q96B67
OG0001821	A0A8M2BKQ9, A0A8M9PWN1	Q96QE2
OG0001822	F1R071	Q99424, Q15067
OG0001823	A0A8M6Z2L2, A0A8M6Z376	Q9H0E9
OG0001824	Q7ZVT4, Q568G6	Q9NSK0
OG0001825	A0A8M2B3Q7, A0A8M9PW91	Q9UGC6
OG0001826	A0A0R4IV61, A0A2R8QB83	A6NE02
OG0001827	Q5BJK4	E9PQ53, O95298
OG0001828	Q6GMI9	Q8NBZ7, O95455
OG0001830	F1R019	Q07889, Q07890
OG0001831	B3DFT1, F1QK42	Q496H8
OG0001832	Q8JHG4	Q5H9L4, Q15545
OG0001833	Q8JI10, Q566X8	Q8NFW5
OG0001834	A0A8M9QEF2	A1L4H1, Q8WTU2
OG0001835	X1WFM6	Q96DN6, Q9P267
OG0001836	B0S6B8, A5WWK4	Q96GL9
OG0001837	F1R8L1, A3KP08	Q9BYJ0
OG0001838	A0A8M2BCX5, A0A8M9Q418	Q9NUJ1
OG0001839	A0A8N7T7K5, Q1LWM5	Q9P206
OG0001840	E7FH14	Q9UQL6, Q9UKV0
OG0001841	Q29YB2, E9QFV5	Q9UM63
OG0001842	F6NJE2	P51617, O43187
OG0001843	A0A0R4IWI7	O60282, Q12840
OG0001844	A0A0R4IS85, B0R1C3	P01275
OG0001845	E7EZI4	P0C7U3, Q9H8X9
OG0001847	Q7ZUL1, E7F7B3	P53985
OG0001848	E7FA76	Q09019, Q8TBZ3
OG0001849	A0A8M3B7K5, E7FH62	Q14957
OG0001850	A7E2I8, A0A8M9PSQ0	Q15327
OG0001851	A0A8M9PLH6	Q9BWN1, Q5THK1
OG0001852	Q6DC17	Q6P582, Q6NZ67
OG0001853	F1Q752	Q6ZWJ8, Q96DN2
OG0001854	Q5SPS1, E7FF25	Q8NB25
OG0001855	A0A8M9PW25	Q96JN0, Q8N3X6
OG0001856	Q8UWD5	Q16548, Q9HBF5
OG0001857	L0N8L8, Q08BW5	Q9NSE2
OG0001858	A0A8M3AWU9, A0A8M1N8U6	Q9Y5Y6
OG0001859	E9QG29	O14656, O14657
OG0001860	B7ZV20	O75069, O15482
OG0001862	Q98TU2, A1IJT6	O95936
OG0001863	B8JL43	P02788, P02787
OG0001864	A0A8N7T6Y6	A6NJ78, P0C7V9
OG0001865	A0A8M3AQ72, Q6NZ72	P29972
OG0001866	E7F635	P34903, P47869
OG0001867	A0A8M2B939	Q9P2R6, P54259
OG0001868	A0A8N7UVR9	P61129, Q8N5P1
OG0001869	F1R3M6, Q803Z6	P78367
OG0001870	B7ZC96	Q12791, A8MYU2
OG0001871	F1QDT4	Q16594, Q9HBM6
OG0001872	A2BGQ3, F1R799	Q16625
OG0001873	E7FE71	Q6AI12, Q53H64
OG0001874	A0A8M1PRT0, F1R7U0	Q6UX65
OG0001875	A0A8M3ATG4	Q6ZN32, A0A1W2PQ73
OG0001876	A0A8M9P4L2	Q8WUY3, Q86WG3
OG0001877	A0A8M2BLT3, A9JRX9	Q8NC60
OG0001878	A0A8M1P8P0, E9QCW1	Q8WXS5
OG0001879	A0A8M2BB25	Q93050, Q9HBG4
OG0001880	A8KB34	Q96HD9, P45381
OG0001881	B8A573	O00180, Q9Y2U2
OG0001882	Q1LUU3, B3DIC7	O15533
OG0001883	E9QEX9	O75179, Q8IWZ3
OG0001884	Q7T367, Q7T3E3	P17275
OG0001885	Q7ZW72	P27361, P28482
OG0001886	Q7ZVV4	Q6P1K8, Q13888
OG0001887	A0A8M2B9K7	Q9NP56, Q13946
OG0001889	A0A8M9PFZ3	Q9NWS6, Q9BPY3
OG0001890	Q7ZVH1, Q6DC77	Q9NXK6
OG0001891	R4GDY2, A0A8M1Q7V8	Q9NY74
OG0001892	Q5XJK1, Q08BG7	Q9UIL1
OG0001893	A0A8M1PRS4	Q9UN30, Q8N228
OG0001894	A0A8M2B1N6	O43426, O15056
OG0001895	A0A8M9PZW8	Q9NSV4, O60879
OG0001896	Q9DGJ4	Q96A70, P11926
OG0001897	A0A8M9P7J6, A0A0R4IB13	P13010
OG0001898	C7S6G4, B0UY88	P13726
OG0001899	F1QKS4	O14967, P27824
OG0001901	Q4FIV6	P48067, Q99884
OG0001902	A0A0R4IVP0	Q13133, P55055
OG0001903	A0A8M3B3K2	Q99928, P78334
OG0001904	Q6JIZ2, A0A0R4I9N0	Q00577
OG0001905	A0A8M9QG68, A0A8M9PYV7	Q14642
OG0001907	A0A8M2BEX9, A0A8M2B6Z7	Q6NV74
OG0001908	E7FH10, A0A2R8RXU6	Q76I76
OG0001909	A0A8M9NYM9	Q92614, Q8IUG5
OG0001910	A2BHI0, A0A0R4IIC5	Q8NEG4
OG0001911	A0A8M2B7L5, B0FL75	Q969M2
OG0001912	A0A8M3AVN2, A0A2R8Q5E0	Q96HD1
OG0001913	F8W557	Q96J66, Q96J65
OG0001914	A0A2R8Q5N9, A0A8M2B9P5	Q96T17
OG0001915	Q7T3S3	Q9NPF2, Q8NET6
OG0001916	A0A0R4IUS2	Q9NSY1, Q5H9B9
OG0001917	A0A8M2B3C7	Q9UKT9, Q13422
OG0001918	F1QYX0	O15165, Q969W9
OG0001919	A0A8M9P9J9, Q6PFS5	O43731
OG0001920	A1L2C3, B0S7C8	P15863
OG0001921	Q566N2, Q4VBJ8	P30039
OG0001922	A0A8M3APK4, Q7ZVG1	P42765
OG0001923	A0A8M3B372	Q60I27, Q96Q42
OG0001924	A0A8M1Q7W1	Q99469, Q6ZMT1
OG0001925	A8WG84, A0A8M1Q715	Q6ZUK4
OG0001926	A0A8M3AS61	Q8NCI6, Q8IW92
OG0001927	Q6PBW9	Q96AT9, Q2QD12
OG0001928	E7FF15, B8JKF3	Q96CX6
OG0001929	A0A8M9QGR8, E9QDW4	Q99990
