Orthogroup	Zebrafish.UniProt.renamed	Human.UniProt.renamed	Category
OG0003957	Q6PGX3	Q9P244	one-to-one
OG0003958	E7FGN2	Q9UHV5	one-to-one
OG0003959	A0A8M2B7D6	Q9UJX5	one-to-one
OG0003960		Q5T7N2, Q9UN81	human_exclusive
OG0003961	F1QWW1	Q9Y606	one-to-one
OG0003962	A0A8M1NHK4	A0AV96	one-to-one
OG0003963	E7FDS4	A6NCL1	one-to-one
OG0003964	E7FEG7	C9JCN9	one-to-one
OG0003965	A0A8M6YZ80	O43247	one-to-one
OG0003966	E7F7U9	O60684	one-to-one
OG0003967	Q7ZW26	O94889	one-to-one
OG0003968	Q9MIY8	P00395	one-to-one
OG0003969	A0A8M6Z2V7	P07204	one-to-one
OG0003970		P0CF75, Q6P2I7	human_exclusive
OG0003971	E9QDP8	P16871	one-to-one
OG0003972	F1QKS8	P20292	one-to-one
OG0003973	F1R293	P30566	one-to-one
OG0003974	X1WHD4	P34998	one-to-one
OG0003975	P47793	P56705	one-to-one
OG0003976	Q6IMW8	P62891	one-to-one
OG0003977	Q7ZTA3	Q01726	one-to-one
OG0003978	Q6DHT4	Q02252	one-to-one
OG0003979	Q5U3I7	Q03426	one-to-one
OG0003980	U3JAR8	Q0VG06	one-to-one
OG0003981	B8JLA1	Q15057	one-to-one
OG0003982	Q6NW91	Q15818	one-to-one
OG0003983	A0A8M9P823	Q330K2	one-to-one
OG0003984	A4QN56	Q5TF39	one-to-one
OG0003985		Q6BCY4, Q6IPT4	human_exclusive
OG0003986	A0A8M9PP76	Q6ZNG2	one-to-one
OG0003987	F1QXP0	Q7L8A9	one-to-one
OG0003988	A0A8M9QEL9	Q7Z5K2	one-to-one
OG0003989	Q5RGQ8	Q86VY9	one-to-one
OG0003990	A0A8M2BBN0	Q86WH2	one-to-one
OG0003991	Q1LV17	Q8IU81	one-to-one
OG0003992	E9QJL8	Q8N1I0	one-to-one
OG0003993	Q568P1	Q8N4P3	one-to-one
OG0003994	B8A4R1	Q8NDN9	one-to-one
OG0003995	B0UYS3	Q8NG08	one-to-one
OG0003996	A0A8M1PA55	Q96EP9	one-to-one
OG0003997	A0A8M6YVK2	Q99502	one-to-one
OG0003998	Q561X2	Q9BVK6	one-to-one
OG0003999	B3DJT4	Q9BXW9	one-to-one
OG0004000	Q08BL6	Q9C086	one-to-one
OG0004001	Q5SPC5	Q9HC10	one-to-one
OG0004002	A0A8N7TF22	Q9NUD7	one-to-one
OG0004003	Q5RGP9	Q9P031	one-to-one
OG0004004	A0A8M9PT70	Q9UNQ0	one-to-one
OG0004005	Q1LUD4	C9JI98	one-to-one
OG0004006	A4IG51	O14545	one-to-one
OG0004007	Q6TH15	O15371	one-to-one
OG0004008	A0A8M1NFA3	O43155	one-to-one
OG0004009	A0A8M6Z5J3	O43182	one-to-one
OG0004010	A0MGZ5	O60243	one-to-one
OG0004011	A0A8M9QDL2	O75534	one-to-one
OG0004012	Q503J2	O75648	one-to-one
OG0004013	A0A8M9P515	O95436	one-to-one
OG0004014	Q5U395	O95476	one-to-one
OG0004015	Q19AW4	O95644	one-to-one
OG0004016	E7F3U8	P08173	one-to-one
OG0004017	B0S6X1	P08908	one-to-one
OG0004018	A0A8M9PQC9	P16471	one-to-one
OG0004019	Q6DRD1	P48047	one-to-one
OG0004020	A0A8M9QP15	P51959	one-to-one
OG0004021	A7YY10	P61513	one-to-one
OG0004022	E7F888	Q14865	one-to-one
OG0004023	Q5U3G6	Q5BJH7	one-to-one
OG0004024	B8A5J2	Q5JTJ3	one-to-one
OG0004025	A0A8M9PHZ1	Q5SSQ6	one-to-one
OG0004026	A0A8M9Q848	Q5T7P8	one-to-one
OG0004027	Q6P7Y3	Q5VTL8	one-to-one
OG0004028	Q4VBJ9	Q5VZ52	one-to-one
OG0004029	A0A8M9Q1P6	Q6STE5	one-to-one
OG0004030	F1QLG4	Q7LGA3	one-to-one
OG0004031	Q6P3I0	Q7Z4Q2	one-to-one
OG0004032	A4IG64	Q8IYI6	one-to-one
OG0004033	A0A8M9PW00	Q8N131	one-to-one
OG0004034	A0A8M9P3G2	Q8N336	one-to-one
OG0004035	F1R393	Q8N531	one-to-one
OG0004036	Q5NDE5	Q8NAT1	one-to-one
OG0004037	Q5XJ75	Q8NBJ7	one-to-one
OG0004038	Q5BJD2	Q8NHR7	one-to-one
OG0004039	E7FC22	Q8TB24	one-to-one
OG0004040	A0A8N7V0B4	Q92813	one-to-one
OG0004041	A0A8M2B1S0	Q96SB4	one-to-one
OG0004042	B7ZD15	Q99784	one-to-one
OG0004043	A0A0R4ICP9	Q9BVV8	one-to-one
OG0004044	Q7ZVV9	Q9HBH9	one-to-one
OG0004045	Q803X4	Q9NV06	one-to-one
OG0004046	E9QFY4	Q9UMS6	one-to-one
OG0004047	Q6P2U9	Q9UNS2	one-to-one
OG0004048	Q7ZV60	Q9Y276	one-to-one
OG0004049	A0A8M1PUQ9	Q9Y3T6	one-to-one
OG0004050	E7FB98	Q9Y5Z9	one-to-one
OG0004051		A0A9L9PXP3, A0A9L9PY68	human_exclusive
OG0004052	A0A8N7UVU3	A0AUZ9	one-to-one
OG0004053	Q804D1	O00257	one-to-one
OG0004054	A0A8M9QPJ3	O00591	one-to-one
OG0004055	F1R2S9	O94769	one-to-one
OG0004056	Q6P3G3	O94888	one-to-one
OG0004057	Q5U393	O94913	one-to-one
OG0004058	Q66I24	P00966	one-to-one
OG0004059	R4GDR2	P08579	one-to-one
OG0004060	A0A0R4INM0	P22897	one-to-one
OG0004061	Q6PBS3	P23381	one-to-one
OG0004062	Q6PC90	P25398	one-to-one
OG0004063	Q08BG4	P43657	one-to-one
OG0004064	A0A8M9PE63	P50053	one-to-one
OG0004065	A0A8M1RR82	P50747	one-to-one
OG0004066	Q7T2C6	P51149	one-to-one
OG0004067	Q6TH20	P55039	one-to-one
OG0004068		O95484, P56747	human_exclusive
OG0004069	Q7ZWF0	P78406	one-to-one
OG0004070	A0A8M9PWC3	P98073	one-to-one
OG0004071	E0AE56	P98164	one-to-one
OG0004072		Q075Z2, Q96BH3	human_exclusive
OG0004073	Q1LUW2	Q15080	one-to-one
OG0004074	Q803F3	Q15084	one-to-one
OG0004075	Q7T2F1	Q5JVL4	one-to-one
OG0004076	A4FVJ7	Q5RL73	one-to-one
OG0004077	A0A8M1P963	Q5T7W0	one-to-one
OG0004078	Q502P0	Q66PJ3	one-to-one
OG0004079	Q66L49	Q6NUK1	one-to-one
OG0004080	Q6PFL0	Q6P2C8	one-to-one
OG0004081	F1REK4	Q7Z434	one-to-one
OG0004082	Q6GQN7	Q7Z6M1	one-to-one
OG0004083	Q7T3G6	Q8IUF8	one-to-one
OG0004084	A0A0R4IUM4	Q8WYQ9	one-to-one
OG0004085	Q501Z4	Q92685	one-to-one
OG0004086	A0PJR5	Q96DC8	one-to-one
OG0004087	Q6R5J2	Q96F81	one-to-one
OG0004088	A3KQI3	Q96FH0	one-to-one
OG0004089	Q6PGW5	Q96KN4	one-to-one
OG0004090	Q8QHJ8	Q96QU8	one-to-one
OG0004091	Q6DRD0	Q99848	one-to-one
OG0004092	Q7SYK1	Q9BXR0	one-to-one
OG0004093	Q1LVI4	Q9H8S5	one-to-one
OG0004094	A0A8M9PZU1	Q9HCK1	one-to-one
OG0004095	A0A286YAJ6	Q9P2D0	one-to-one
OG0004096	A0A8M9PND3	Q9P2E3	one-to-one
OG0004097	F1QDU3	Q9UET6	one-to-one
OG0004098	A0A0R4IK49	Q9UIK4	one-to-one
OG0004099	Q7ZVH9	Q9UJX0	one-to-one
OG0004100	E7F683	Q9Y2U5	one-to-one
OG0004101	F1RDA7	Q9Y5Q9	one-to-one
OG0004102	F1QF89	Q9Y6A1	one-to-one
OG0004103	A0A0R4ILV6	O00411	one-to-one
OG0004104	Q7ZV35	O43513	one-to-one
OG0004105	Q0Z946	P0C0S5	one-to-one
OG0004106	Q6TH14	P13929	one-to-one
OG0004107		P11245, P18440	human_exclusive
OG0004108	Q7ZWE9	P30085	one-to-one
OG0004109	E7F9I2	P35713	one-to-one
OG0004110	Q05AK3	P36551	one-to-one
OG0004111	B8A4V2	P50995	one-to-one
OG0004112	Q98872	P52952	one-to-one
OG0004113	Q6IQP4	P62834	one-to-one
OG0004114	Q24JV1	P62910	one-to-one
OG0004115	Q08C39	P82675	one-to-one
OG0004116	F1QKB5	Q01973	one-to-one
OG0004117	A0A8M9PZW5	Q12980	one-to-one
OG0004118	Q6P0F7	Q13772	one-to-one
OG0004119	A0A8M9Q5S5	Q15363	one-to-one
OG0004120	Q5TYX3	Q5I0X7	one-to-one
OG0004121	Q5RH27	Q5VWG9	one-to-one
OG0004122	A0A8M2BLC0	Q76FK4	one-to-one
OG0004123	A3KQL1	Q7Z6G3	one-to-one
OG0004124	A0A8M9Q110	Q86X10	one-to-one
OG0004125	A0A2R8Q094	Q8N0Z3	one-to-one
OG0004126	Q502N0	Q8N1V2	one-to-one
OG0004127	A0A8M2BC93	Q8NA23	one-to-one
OG0004128	A4IG29	Q8TC57	one-to-one
OG0004129	E7F2S5	Q8TER0	one-to-one
OG0004130	A0A8M6YZH0	Q969I6	one-to-one
OG0004131	X1WGS1	Q969X1	one-to-one
OG0004132	Q0P4E5	Q96AQ7	one-to-one
OG0004133	Q561Y0	Q96MX6	one-to-one
OG0004134	A0A8M2B233	Q96RT1	one-to-one
OG0004135	A0A8M9PFP2	Q9BQT9	one-to-one
OG0004136	A2ATX3	Q9BYE7	one-to-one
OG0004137	Q6NW95	Q9H469	one-to-one
OG0004138	E7FC88	Q9H9P5	one-to-one
OG0004139	Q803A7	Q9HD40	one-to-one
OG0004140	A0A8M9QAG5	Q9NQX0	one-to-one
OG0004141	A0A0R4IAV9	Q9UBS9	one-to-one
OG0004142	A0A8M9PTA6	Q9UGU0	one-to-one
OG0004143	Q9I9K7	Q9UMR3	one-to-one
OG0004144	A0A8M1RRW3	A6NKF1	one-to-one
OG0004145	A0A8M6Z209	A8MT70	one-to-one
OG0004146		I3L273, Q8N387	human_exclusive
OG0004147	Q7SYE7	O00329	one-to-one
OG0004148	A0A097HUX0	O15528	one-to-one
OG0004149	Q5Y835	O43555	one-to-one
OG0004150	Q7SY21	O75528	one-to-one
OG0004151	A0A286YA30	O75787	one-to-one
OG0004152	A0A8M9QBU1	O76031	one-to-one
OG0004153	F1Q9E9	P11274	one-to-one
OG0004154	A0A8M9PS81	P14923	one-to-one
OG0004155	F1QGH7	P35222	one-to-one
OG0004156	Q7SYE4	P46059	one-to-one
OG0004157	Q8JFR9	P54277	one-to-one
OG0004158	B8A5I7	Q04837	one-to-one
OG0004159	A0A0R4IR18	Q15650	one-to-one
OG0004160	Q502I3	Q53EZ4	one-to-one
OG0004161	F1Q9R3	Q53GT1	one-to-one
OG0004162	Q5U8X4	Q5BKY1	one-to-one
OG0004163		Q6PB30, Q9Y5P2	human_exclusive
OG0004164	A0A8M1RI86	Q7Z7M9	one-to-one
OG0004165	A7E221	Q86XT9	one-to-one
OG0004166		A0A0G2JMH3, Q8IVW1	human_exclusive
OG0004167	E7FBQ4	Q8IYB1	one-to-one
OG0004168	Q5D014	Q8N6N6	one-to-one
OG0004169	A0A8M9Q873	Q8NCR3	one-to-one
OG0004170	A0A8M1PRU1	Q8NE22	one-to-one
OG0004171	Q68EL0	Q8WXK4	one-to-one
OG0004172	Q66JN7	Q92845	one-to-one
OG0004173	Q0P4F7	Q96CM8	one-to-one
OG0004174	A2BGN0	Q96EY8	one-to-one
OG0004175	Q4V9H6	Q96KR6	one-to-one
OG0004176	Q6DEH9	Q9BPX1	one-to-one
OG0004177	Q4V8X4	Q9BR61	one-to-one
OG0004178	A0A8M1QLR0	Q9BWU1	one-to-one
OG0004179	A0A8M9PIG6	Q9BXU9	one-to-one
OG0004180	Q66I68	Q9BYD5	one-to-one
OG0004181	Q7T3S5	Q9BYG0	one-to-one
OG0004182	A0A8M2B450	Q9C0G0	one-to-one
OG0004183	A0A8M3AQZ8	Q9H1B5	one-to-one
OG0004184	Q7T310	Q9H3S5	one-to-one
OG0004185	F1QYE9	Q9HAQ2	one-to-one
OG0004186	A0A2R8RL21	Q9NV35	one-to-one
OG0004187	Q5BKX0	Q9NWD8	one-to-one
OG0004188	Q0V947	Q9NX61	one-to-one
OG0004189	Q6DHI1	Q9NXF8	one-to-one
OG0004190	A5PLI4	Q9P2M1	one-to-one
OG0004191	Q803U7	Q9UQ84	one-to-one
OG0004192	Q6GQN4	Q9Y421	one-to-one
OG0004193	A0A8M1P467	O00253	one-to-one
OG0004194	Q70YH6	O15287	one-to-one
OG0004195	A8E5B7	O43674	one-to-one
OG0004196	Q7T368	P11177	one-to-one
OG0004197	Q7ZVI3	P17081	one-to-one
OG0004198	A0A8M9PQZ3	P32302	one-to-one
OG0004199	E7F8T6	P43490	one-to-one
OG0004200	A0A8M2B481	P51587	one-to-one
OG0004201	F1QPF4	P51784	one-to-one
OG0004202	P50576	P56178	one-to-one
OG0004203	A0A140LGC5	Q0P6D6	one-to-one
OG0004204	F1QLF9	Q13415	one-to-one
OG0004205	E7FAS3	Q13795	one-to-one
OG0004206	Q4VBH5	Q14344	one-to-one
OG0004207	B8JKD5	Q16678	one-to-one
OG0004208	B8A5G9	Q32P41	one-to-one
OG0004209	Q1LV50	Q6IPU0	one-to-one
OG0004210	A0A8M1RRK3	Q6P047	one-to-one
OG0004211	A0A8M3B814	Q8IWE2	one-to-one
OG0004212	A0A8M1P3Z9	Q8IZ73	one-to-one
OG0004213	A0A0R4IY52	Q8N1B4	one-to-one
OG0004214	Q568J8	Q8N2U0	one-to-one
OG0004215	A2BF97	Q8N485	one-to-one
OG0004216	A0A0R4IIL3	Q8NBQ7	one-to-one
OG0004217	A6H8U0	Q8NEG5	one-to-one
OG0004218	Q08BH5	Q8TBY0	one-to-one
OG0004219	A0A8M1RP49	Q8TCX5	one-to-one
OG0004220	A0A8M1QHH2	Q8WWW0	one-to-one
OG0004221	F1QFS9	Q92995	one-to-one
OG0004222	Q6NUW9	Q96C11	one-to-one
OG0004223	E9QBI7	Q96E52	one-to-one
OG0004224	A7MCB7	Q96EY4	one-to-one
OG0004225	Q802C8	Q96GM5	one-to-one
OG0004226	A0A286Y8U0	Q96LD1	one-to-one
OG0004227	Q6PHK6	Q96QR8	one-to-one
OG0004228	Q6DEG8	Q9BSH3	one-to-one
OG0004229	Q68EI7	Q9BTY2	one-to-one
OG0004230	A0A8M1PZ20	Q9H0X4	one-to-one
OG0004231	A0A8M9PD67	Q9HBE5	one-to-one
OG0004232	P58368	Q9HCJ1	one-to-one
OG0004233	Q6NV34	Q9NUI1	one-to-one
OG0004234	E7FGZ9	Q9UPT8	one-to-one
OG0004235	Q1LVP9	Q9Y251	one-to-one
OG0004236	Q6TGW1	Q9Y2S7	one-to-one
OG0004237	A0A8M2BCC7	Q9Y6U7	one-to-one
OG0004238	A0A0R4IFZ8	O14512	one-to-one
OG0004239	A0A8M9PQ90	O94851	one-to-one
OG0004240	A0A0R4IPI9	O95800	one-to-one
OG0004241	E7F9Z1	P04275	one-to-one
OG0004242	A0A8M9QKF2	P0C7W6	one-to-one
OG0004243	A0A8M3AHY8	P15407	one-to-one
OG0004244	Q4V8S2	P35243	one-to-one
OG0004245	Q32Q51	P35268	one-to-one
OG0004246	Q7SZF2	P42695	one-to-one
OG0004247	E7FDV9	P49589	one-to-one
OG0004248	E7EZE6	P62310	one-to-one
OG0004249	Q567V5	P62316	one-to-one
OG0004250	A0A8M9PGB2	P78424	one-to-one
OG0004251	A0A8M9PXR5	Q07912	one-to-one
OG0004252	A0A8M9Q3D0	Q13615	one-to-one
OG0004253	E7FD56	Q14CX7	one-to-one
OG0004254	Q8JGS1	Q15468	one-to-one
OG0004255	D7RVS2	Q15758	one-to-one
OG0004256	Q56A40	Q4G0X9	one-to-one
OG0004257	Q1L8D0	Q4KMG0	one-to-one
OG0004258	Q5RHX2	Q56VL3	one-to-one
OG0004259	A0A8M9NZA1	Q5T3I0	one-to-one
OG0004260	A0A8M9PTI9	Q5TIA1	one-to-one
OG0004261	A0A140LFU3	Q5VTJ3	one-to-one
OG0004262	F8W2J4	Q5VTY9	one-to-one
OG0004263	Q7SX89	Q5W111	one-to-one
OG0004264	Q6DHT7	Q6P9F0	one-to-one
OG0004265	Q6DGB6	Q8IW40	one-to-one
OG0004266	Q6NUU1	Q8NAG6	one-to-one
OG0004267	Q6DI30	Q8NEF9	one-to-one
OG0004268	X1WCA2	Q8TC92	one-to-one
OG0004269	E7F9F5	Q8WU66	one-to-one
OG0004270	A5PM92	Q8WUA2	one-to-one
OG0004271	Q6PFM1	Q8WUM9	one-to-one
OG0004272	A0A8M9PLR5	Q92569	one-to-one
OG0004273	Q1LVE2	Q96GS4	one-to-one
OG0004274	Q7T387	Q96IU4	one-to-one
OG0004275	F1QF80	Q96M32	one-to-one
OG0004276	A0A8M9PVZ3	Q99542	one-to-one
OG0004277	A2RV27	Q99807	one-to-one
OG0004278	E7F6X2	Q9BQB6	one-to-one
OG0004279	Q5XJJ2	Q9BT43	one-to-one
OG0004280	Q5MK87	Q9GZV9	one-to-one
OG0004281	Q7T382	Q9H6X4	one-to-one
OG0004282	F1Q6F9	Q9NWH9	one-to-one
OG0004283	E7EXU6	Q9UHI5	one-to-one
OG0004284	F1R7R1	Q9UPR3	one-to-one
OG0004285	Q6PC46	Q9Y284	one-to-one
OG0004286	F1QF98	Q9Y4C8	one-to-one
OG0004287	Q6DGJ3	Q9Y5L4	one-to-one
OG0004288	Q4JLT0	O00755	one-to-one
OG0004289	F1QEV7	O43291	one-to-one
OG0004290	Q6NYS6	O43825	one-to-one
OG0004291	Q7ZV25	O75347	one-to-one
OG0004292	A0A8M1PFF3	O95816	one-to-one
OG0004293	A0A8M2B9T2	O96001	one-to-one
OG0004294	Q6NUT8	P09131	one-to-one
OG0004295	P0DMC2	P0DMC3	one-to-one
OG0004296	A0A8M1P3S1	P14316	one-to-one
OG0004297	Q2VRP7	P31641	one-to-one
OG0004298	Q6AZC1	P62195	one-to-one
OG0004299	A0A8M9PQT7	P62318	one-to-one
OG0004300	Q0P3Y1	Q14088	one-to-one
OG0004301	A4QP67	Q14103	one-to-one
OG0004302	A2BDR7	Q5JU67	one-to-one
OG0004303	B0V2R6	Q5VT40	one-to-one
OG0004304	F1R2T1	Q6NZY7	one-to-one
OG0004305		Q5VZ72, Q6UXV1	human_exclusive
OG0004306	B0UYC9	Q6ZWE6	one-to-one
OG0004307	E7FCU1	Q7Z4F1	one-to-one
OG0004308	B1H1M5	Q86TW2	one-to-one
OG0004309	B8JKM0	Q86UE6	one-to-one
OG0004310	A0JMN0	Q86VZ5	one-to-one
OG0004311	Q7SXZ6	Q86X27	one-to-one
OG0004312	A6H8K2	Q8N8U9	one-to-one
OG0004313	F1RCG8	Q8WVL7	one-to-one
OG0004314	E7F1L0	Q96C45	one-to-one
OG0004315	Q6ZM22	Q96K80	one-to-one
OG0004316		Q96PL1, Q96QR1	human_exclusive
OG0004317	Q08C97	Q9BSE5	one-to-one
OG0004318	F1QRG7	Q9BY79	one-to-one
OG0004319	F1R2E5	Q9H4L5	one-to-one
OG0004320	Q7SXF3	Q9H7Z6	one-to-one
OG0004321	A0A8M9PMH1	Q9NQ32	one-to-one
OG0004322	Q7ZWC9	Q9NRZ7	one-to-one
OG0004323	Q56A55	Q9NUT2	one-to-one
OG0004324	A0A8M9PB35	Q9NV23	one-to-one
OG0004325	F1QDT3	Q9NVX2	one-to-one
OG0004326	A0A8M9QC97	Q9UJV8	one-to-one
OG0004327	A1L228	Q9UKL0	one-to-one
OG0004328	Q5U3U2	Q9UL26	one-to-one
OG0004329	B4F6P1	Q9Y6W3	one-to-one
OG0004330		P10747, Q9Y6W8	human_exclusive
OG0004331	A0A8N7UVD8	A2VDJ0	one-to-one
OG0004332	F1QFD4	A6NDV4	one-to-one
OG0004333	A0A8M1Q1D9	B2RXF0	one-to-one
OG0004334	A0MGZ3	O14792	one-to-one
OG0004335	Q66HU5	O14929	one-to-one
OG0004336	Q7ZTZ3	O15305	one-to-one
OG0004337	A5WUU0	O75953	one-to-one
OG0004338	Q7T3F5	O95847	one-to-one
OG0004339	Q9MIY2	P03901	one-to-one
OG0004340	A0A8M1NV26	P04049	one-to-one
OG0004341	Q5I2A9	P08648	one-to-one
OG0004342	Q8AWD0	P45880	one-to-one
OG0004343	Q6PI20	P84243	one-to-one
OG0004344	A0A8M2BEK1	Q08357	one-to-one
OG0004345	Q7ZTI5	Q13503	one-to-one
OG0004346	A0A8M3AIW9	Q13822	one-to-one
OG0004347	Q6NUV0	Q15042	one-to-one
OG0004348	E7F3U3	Q15118	one-to-one
OG0004349	A2RRV1	Q16595	one-to-one
OG0004350	F1QSQ8	Q2VYF4	one-to-one
OG0004351	Q08CF7	Q494V2	one-to-one
OG0004352	E7FCD1	Q4ZIN3	one-to-one
OG0004353	Q24JV2	Q53FV1	one-to-one
OG0004354	B0UXH9	Q5BN46	one-to-one
OG0004355	Q5RH71	Q86UF1	one-to-one
OG0004356	A1L258	Q8N465	one-to-one
OG0004357	A5WVX1	Q8N6R0	one-to-one
OG0004358		Q4KMG9, Q8NDY8	human_exclusive
OG0004359	A0A8M1PVC0	Q8TAE8	one-to-one
OG0004360	E7FE32	Q8TBP0	one-to-one
OG0004361	E7F662	Q8WYP3	one-to-one
OG0004362	Q7ZVV3	Q96CS7	one-to-one
OG0004363	Q6GMJ7	Q96E11	one-to-one
OG0004364	E7F2E7	Q96EH3	one-to-one
OG0004365	F1R5E2	Q96GX1	one-to-one
OG0004366	Q7SXT8	Q96MH6	one-to-one
OG0004367	E7FDD1	Q96RI0	one-to-one
OG0004368	F1QQK5	Q9BRQ3	one-to-one
OG0004369	A0A8M9PXJ5	Q9BT17	one-to-one
OG0004370	Q6DBR4	Q9BVW5	one-to-one
OG0004371	F1QJI9	Q9BYW2	one-to-one
OG0004372	K4I722	Q9H9G7	one-to-one
OG0004373	A0A8M6Z0F0	Q9NR46	one-to-one
OG0004374	Q7T395	Q9UBR1	one-to-one
OG0004375	Q7ZVZ9	Q9UMX1	one-to-one
OG0004376	A0A8M9P265	Q9Y5W8	one-to-one
OG0004377	Q6PBX2	Q9Y6B6	one-to-one
OG0004378	A0A8M1RDN5	Q9Y6F6	one-to-one
OG0004379	Q6DHN8	O00165	one-to-one
OG0004380	Q7ZUS7	O00743	one-to-one
OG0004381	A0A8M9QJF9	O14639	one-to-one
OG0004382	Q6P2T5	O15144	one-to-one
OG0004383	A0A8M2BL35	O43734	one-to-one
OG0004384	Q7ZZ76	O75955	one-to-one
OG0004385	Q6DGM9	O95182	one-to-one
OG0004386	A0A2R8Q8S1	P01116	one-to-one
OG0004387	Q9I8P3	P01303	one-to-one
OG0004388	B8JLL8	P02766	one-to-one
OG0004389	Q6PHI9	P20338	one-to-one
OG0004390	E7FGQ8	P30793	one-to-one
OG0004391	F1R688	P57082	one-to-one
OG0004392	Q2A943	P58872	one-to-one
OG0004393	Q6Q420	P62244	one-to-one
OG0004394	F1Q5L5	P63172	one-to-one
OG0004395	A8WHV7	P82909	one-to-one
OG0004396	Q7ZWJ4	Q02543	one-to-one
OG0004397	A0A8M9PPH3	Q13129	one-to-one
OG0004398	Q567E0	Q13257	one-to-one
OG0004399	Q5U378	Q15813	one-to-one
OG0004400	A8KB22	Q3MIT2	one-to-one
OG0004401	Q503L1	Q53GA4	one-to-one
OG0004402	Q502L1	Q5T8D3	one-to-one
OG0004403	F1R3F8	Q6PL45	one-to-one
OG0004404	A0A2R8Q479	Q6UWI2	one-to-one
OG0004405	A0A8N7T776	Q8NBT3	one-to-one
OG0004406	E7EY36	Q8NC54	one-to-one
OG0004407	Q566N4	Q8NDC4	one-to-one
OG0004408	Q5CZM7	Q8TAG5	one-to-one
OG0004409	A0A8M1RH56	Q8WTW3	one-to-one
OG0004410	Q5TYQ3	Q96BR5	one-to-one
OG0004411	Q4V8Z6	Q99442	one-to-one
OG0004412	A0A0R4IFJ1	Q99615	one-to-one
OG0004413	Q6DGI7	Q9BVJ7	one-to-one
OG0004414	P52889	Q9H2C1	one-to-one
OG0004415	Q6P7E1	Q9H2E6	one-to-one
OG0004416	A0A8M9QN64	Q9H6N6	one-to-one
OG0004417	Q567E6	Q9H8M1	one-to-one
OG0004418	Q7ZUN3	Q9NPF5	one-to-one
OG0004419	Q287T7	Q9NYZ2	one-to-one
OG0004420	A0A8M9QLQ8	Q9NZ01	one-to-one
OG0004421	Q6DHK4	Q9NZJ6	one-to-one
OG0004422	Q7ZV68	Q9UBQ0	one-to-one
OG0004423	A0A8M2BJQ4	Q9UH36	one-to-one
OG0004424	Q7ZTZ2	Q9UHA3	one-to-one
OG0004425	Q08BM8	Q9UIV1	one-to-one
OG0004426	Q503Z6	Q9ULW3	one-to-one
OG0004427	A0A8M9P550	A0A1B0GVZ9	one-to-one
OG0004428	A0A8N7UT76	O00451	one-to-one
OG0004429	A4U7F9	O00469	one-to-one
OG0004430	B0BLY0	O00471	one-to-one
OG0004431	A0A8M1NJV4	O43820	one-to-one
OG0004432	Q6DEG5	P19388	one-to-one
OG0004433	Q9DDK4	P21453	one-to-one
OG0004434	Q7T288	P22003	one-to-one
OG0004435	B2ZZ14	P46821	one-to-one
OG0004436	E9QCQ3	P52746	one-to-one
OG0004437	F1R4U0	P53007	one-to-one
OG0004438	Q8JHH1	P62314	one-to-one
OG0004439	A0A8M2BIX3	Q00LT1	one-to-one
OG0004440	F8WK50	Q13045	one-to-one
OG0004441	E7EXT2	Q2YD98	one-to-one
OG0004442	A0A8M3B0J4	Q50LG9	one-to-one
OG0004443	E7FE54	Q5H8A4	one-to-one
OG0004444	B0S728	Q6P5X7	one-to-one
OG0004445	A0A0R4IQ88	Q7Z3D6	one-to-one
OG0004446	B8A4B1	Q86V20	one-to-one
OG0004447	E7FBT7	Q8N2H4	one-to-one
OG0004448	F1QHT7	Q8N3R3	one-to-one
OG0004449	A0A8M6Z698	Q8NE18	one-to-one
OG0004450	Q08CD4	Q8TAS1	one-to-one
OG0004451	F1Q4P2	Q8TDG4	one-to-one
OG0004452	Q499B0	Q8TEB1	one-to-one
OG0004453	Q5BLD9	Q8WU76	one-to-one
OG0004454	A0A8M2BFP9	Q92870	one-to-one
OG0004455	Q7ZU85	Q93052	one-to-one
OG0004456	A0A8M1RDX1	Q96P44	one-to-one
OG0004457	A0A0R4IP71	Q9BQ61	one-to-one
OG0004458	Q5PRC4	Q9BQP7	one-to-one
OG0004459	Q6NWF4	Q9BRG1	one-to-one
OG0004460	Q08BR9	Q9BZL4	one-to-one
OG0004461	X1WHY6	Q9C0C7	one-to-one
OG0004462	A0A8M1PUE5	Q9C0I3	one-to-one
OG0004463	A0A8M9PPP9	Q9GZR1	one-to-one
OG0004464	Q502N2	Q9GZU0	one-to-one
OG0004465	Q7ZUV1	Q9H8W4	one-to-one
OG0004466	Q7T3I0	Q9NQZ6	one-to-one
OG0004467	A9JT54	Q9NRS6	one-to-one
OG0004468	Q7SZW7	Q9NRX5	one-to-one
OG0004469		Q9BQ50, Q9NSU2	human_exclusive
OG0004470	A0A8M9PV15	Q9UKG1	one-to-one
OG0004471	E7EYZ1	Q9UMW8	one-to-one
OG0004472	Q8JFD2	Q9Y6H8	one-to-one
OG0004473	B3DHF5	A1L190	one-to-one
OG0004474	A0A0G2KG51	A6NKF7	one-to-one
OG0004475	Q1LVI2	A6XGL0	one-to-one
OG0004476	E7F166	O14544	one-to-one
OG0004477	A0A0R4IUL8	O15226	one-to-one
OG0004478	X1WHA2	O15417	one-to-one
OG0004479	Q567Y3	O43752	one-to-one
OG0004480		O75969, Q5JQC9	human_exclusive
OG0004481	A8E4Z0	O95363	one-to-one
OG0004482	Q6NV32	P06454	one-to-one
